time_s,int_temp_c,int_temp_f,int_humid,ext_temp_c,ext_temp_f,ext_humid
28668,29.51,85.12,37.90,22.02,71.63,51.55
28669,29.53,85.16,37.88,22.01,71.61,51.54
28670,29.53,85.16,37.88,22.01,71.61,51.53
28671,29.52,85.14,37.87,21.98,71.57,51.53
28672,29.51,85.12,37.86,22.01,71.61,51.55
28673,29.50,85.10,37.86,21.99,71.59,51.53
28674,29.48,85.06,37.86,21.98,71.57,51.54
28675,29.48,85.06,37.85,21.99,71.59,51.53
28676,29.49,85.08,37.86,21.98,71.57,51.56
28677,29.47,85.05,37.86,21.98,71.57,51.54
28678,29.49,85.08,37.86,21.98,71.57,51.54
28679,29.50,85.10,37.87,21.98,71.57,51.53
28680,29.49,85.08,37.85,21.98,71.57,51.56
28681,29.48,85.06,37.86,21.97,71.55,51.53
28682,29.49,85.08,37.86,21.97,71.55,51.54
28683,29.48,85.06,37.86,21.98,71.57,51.55
28684,29.49,85.08,37.86,22.01,71.61,51.54
28685,29.50,85.10,37.86,21.98,71.57,51.56
28686,29.50,85.10,37.85,22.02,71.63,51.58
28687,29.49,85.08,37.85,21.99,71.59,51.55
28688,29.52,85.14,37.86,21.99,71.59,51.55
28689,29.51,85.12,37.86,21.98,71.57,51.55
28690,29.52,85.14,37.87,21.98,71.57,51.54
28691,29.53,85.16,37.86,21.98,71.57,51.55
28692,29.51,85.12,37.85,21.97,71.55,51.54
28693,29.53,85.16,37.87,21.98,71.57,51.55
28694,29.52,85.14,37.87,21.98,71.57,51.58
28695,29.54,85.18,37.85,21.97,71.55,51.54
28696,29.51,85.12,37.85,21.99,71.59,51.55
28697,29.52,85.14,37.85,21.99,71.59,51.56
28698,29.53,85.16,37.87,21.99,71.59,51.56
28699,29.52,85.14,37.85,21.98,71.57,51.56
28700,29.51,85.12,37.85,21.97,71.55,51.56
28701,29.52,85.14,37.85,21.98,71.57,51.56
28702,29.50,85.10,37.82,21.97,71.55,51.54
28703,29.49,85.08,37.85,22.01,71.61,51.58
28704,29.51,85.12,37.85,21.99,71.59,51.57
28705,29.49,85.08,37.84,21.98,71.57,51.57
28706,29.50,85.10,37.85,22.01,71.61,51.58
28707,29.50,85.10,37.84,21.98,71.57,51.57
28708,29.50,85.10,37.82,21.98,71.57,51.59
28709,29.51,85.12,37.82,21.98,71.57,51.56
28710,29.50,85.10,37.85,21.98,71.57,51.59
28711,29.51,85.12,37.82,22.01,71.61,51.57
28712,29.50,85.10,37.82,21.98,71.57,51.58
28713,29.51,85.12,37.82,21.98,71.57,51.58
28714,29.50,85.10,37.82,21.99,71.59,51.57
28715,29.48,85.06,37.82,21.98,71.57,51.58
28716,29.48,85.06,37.82,21.98,71.57,51.56
28717,29.50,85.10,37.82,21.98,71.57,51.57
28718,29.50,85.10,37.82,21.98,71.57,51.56
28719,29.49,85.08,37.82,21.97,71.55,51.56
28720,29.51,85.12,37.84,21.98,71.57,51.58
28721,29.50,85.10,37.84,21.98,71.57,51.58
28722,29.50,85.10,37.82,21.99,71.59,51.59
28723,29.50,85.10,37.82,22.01,71.61,51.56
28724,29.51,85.12,37.82,21.97,71.55,51.59
28725,29.50,85.10,37.82,22.01,71.61,51.57
28726,29.50,85.10,37.82,21.98,71.57,51.58
28727,29.49,85.08,37.82,21.98,71.57,51.58
28728,29.50,85.10,37.82,21.98,71.57,51.58
28729,29.49,85.08,37.84,21.98,71.57,51.58
28730,29.49,85.08,37.82,21.98,71.57,51.61
28731,29.49,85.08,37.82,21.98,71.57,51.59
28732,29.48,85.06,37.82,22.01,71.61,51.60
28733,29.46,85.03,37.82,22.01,71.61,51.60
28734,29.47,85.05,37.82,22.01,71.61,51.58
28735,29.47,85.05,37.84,21.99,71.59,51.59
28736,29.48,85.06,37.84,22.01,71.61,51.59
28737,29.48,85.06,37.84,22.01,71.61,51.58
28738,29.48,85.06,37.82,22.03,71.65,51.58
28739,29.48,85.06,37.82,22.02,71.63,51.61
28740,29.48,85.06,37.82,22.02,71.63,51.58
28741,29.49,85.08,37.84,21.99,71.59,51.56
28742,29.48,85.06,37.85,22.03,71.65,51.58
28743,29.48,85.06,37.84,22.01,71.61,51.57
28744,29.48,85.06,37.85,21.98,71.57,51.59
28745,29.48,85.06,37.84,22.01,71.61,51.58
28746,29.49,85.08,37.86,22.03,71.65,51.59
28747,29.48,85.06,37.82,22.03,71.65,51.57
28748,29.48,85.06,37.82,22.01,71.61,51.58
28749,29.51,85.12,37.84,22.03,71.65,51.57
28750,29.48,85.06,37.85,22.01,71.61,51.58
28751,29.49,85.08,37.85,22.01,71.61,51.58
28752,29.48,85.06,37.85,22.02,71.63,51.57
28753,29.48,85.06,37.84,22.03,71.65,51.58
28754,29.49,85.08,37.85,22.01,71.61,51.58
28755,29.48,85.06,37.82,22.02,71.63,51.57
28756,29.48,85.06,37.85,22.01,71.61,51.58
28757,29.49,85.08,37.82,22.03,71.65,51.59
28758,29.49,85.08,37.84,22.02,71.63,51.56
28759,29.50,85.10,37.85,22.02,71.63,51.59
28760,29.48,85.06,37.85,22.01,71.61,51.57
28761,29.48,85.06,37.84,22.03,71.65,51.58
28762,29.48,85.06,37.84,22.01,71.61,51.58
28763,29.48,85.06,37.85,22.01,71.61,51.59
28764,29.49,85.08,37.84,22.02,71.63,51.59
28765,29.49,85.08,37.84,22.02,71.63,51.59
28766,29.48,85.06,37.85,22.01,71.61,51.58
28767,29.50,85.10,37.82,22.01,71.61,51.58
28768,29.48,85.06,37.82,22.04,71.67,51.59
28769,29.50,85.10,37.85,22.02,71.63,51.60
28770,29.49,85.08,37.82,22.01,71.61,51.59
28771,29.50,85.10,37.85,22.01,71.61,51.60
28772,29.48,85.06,37.84,22.01,71.61,51.58
28773,29.51,85.12,37.84,22.01,71.61,51.57
28774,29.49,85.08,37.82,22.01,71.61,51.59
28775,29.47,85.05,37.84,22.03,71.65,51.59
28776,29.49,85.08,37.85,22.02,71.63,51.59
28777,29.50,85.10,37.84,22.01,71.61,51.58
28778,29.49,85.08,37.85,22.01,71.61,51.59
28779,29.50,85.10,37.84,22.02,71.63,51.59
28780,29.49,85.08,37.84,22.01,71.61,51.59
28781,29.48,85.06,37.84,21.99,71.59,51.59
28782,29.48,85.06,37.84,21.99,71.59,51.58
28783,29.50,85.10,37.82,21.99,71.59,51.61
28784,29.50,85.10,37.84,21.98,71.57,51.59
28785,29.49,85.08,37.84,21.99,71.59,51.59
28786,29.52,85.14,37.85,21.99,71.59,51.59
28787,29.49,85.08,37.82,21.99,71.59,51.62
28788,29.49,85.08,37.82,21.99,71.59,51.60
28789,29.49,85.08,37.82,21.98,71.57,51.62
28790,29.50,85.10,37.82,21.99,71.59,51.61
28791,29.50,85.10,37.84,21.99,71.59,51.60
28792,29.49,85.08,37.82,21.99,71.59,51.62
28793,29.50,85.10,37.82,22.01,71.61,51.62
28794,29.49,85.08,37.82,22.01,71.61,51.61
28795,29.51,85.12,37.82,21.99,71.59,51.62
28796,29.50,85.10,37.82,21.99,71.59,51.62
28797,29.48,85.06,37.84,22.01,71.61,51.62
28798,29.49,85.08,37.82,21.99,71.59,51.62
28799,29.49,85.08,37.82,22.02,71.63,51.62
28800,29.48,85.06,37.82,22.01,71.61,51.63
28801,29.50,85.10,37.82,22.02,71.63,51.61
28802,29.49,85.08,37.82,22.01,71.61,51.62
28803,29.50,85.10,37.85,21.98,71.57,51.61
28804,29.50,85.10,37.82,22.01,71.61,51.61
28805,29.48,85.06,37.82,21.98,71.57,51.62
28806,29.48,85.06,37.82,22.01,71.61,51.63
28807,29.48,85.06,37.82,22.04,71.67,51.62
28808,29.48,85.06,37.84,22.02,71.63,51.62
28809,29.48,85.06,37.84,22.03,71.65,51.62
28810,29.50,85.10,37.84,22.04,71.67,51.62
28811,29.47,85.05,37.85,22.04,71.67,51.62
28812,29.47,85.05,37.82,22.05,71.69,51.63
28813,29.48,85.06,37.85,22.03,71.65,51.63
28814,29.47,85.05,37.82,22.03,71.65,51.61
28815,29.47,85.05,37.85,22.03,71.65,51.62
28816,29.45,85.01,37.85,22.03,71.65,51.61
28817,29.48,85.06,37.85,22.03,71.65,51.62
28818,29.45,85.01,37.84,22.01,71.61,51.62
28819,29.46,85.03,37.84,22.04,71.67,51.64
28820,29.48,85.06,37.84,22.04,71.67,51.62
28821,29.46,85.03,37.85,22.02,71.63,51.62
28822,29.46,85.03,37.82,22.04,71.67,51.62
28823,29.50,85.10,37.85,22.04,71.67,51.62
28824,29.48,85.06,37.85,22.04,71.67,51.62
28825,29.48,85.06,37.86,22.02,71.63,51.62
28826,29.47,85.05,37.85,22.03,71.65,51.61
28827,29.48,85.06,37.86,22.01,71.61,51.62
28828,29.48,85.06,37.85,22.02,71.63,51.60
28829,29.48,85.06,37.82,22.03,71.65,51.61
28830,29.48,85.06,37.84,22.03,71.65,51.61
28831,29.48,85.06,37.86,22.03,71.65,51.60
28832,29.50,85.10,37.85,22.02,71.63,51.60
28833,29.48,85.06,37.85,22.01,71.61,51.60
28834,29.49,85.08,37.84,22.01,71.61,51.62
28835,29.50,85.10,37.84,22.02,71.63,51.61
28836,29.48,85.06,37.85,22.05,71.69,51.62
28837,29.48,85.06,37.84,22.04,71.67,51.60
28838,29.48,85.06,37.85,22.02,71.63,51.61
28839,29.48,85.06,37.84,22.03,71.65,51.59
28840,29.49,85.08,37.86,22.02,71.63,51.61
28841,29.49,85.08,37.85,22.01,71.61,51.61
28842,29.49,85.08,37.85,21.99,71.59,51.58
28843,29.49,85.08,37.85,22.02,71.63,51.59
28844,29.50,85.10,37.85,22.03,71.65,51.60
28845,29.50,85.10,37.85,22.01,71.61,51.58
28846,29.50,85.10,37.85,22.02,71.63,51.59
28847,29.49,85.08,37.84,21.98,71.57,51.59
28848,29.49,85.08,37.85,22.02,71.63,51.58
28849,29.50,85.10,37.85,22.01,71.61,51.59
28850,29.50,85.10,37.85,22.01,71.61,51.58
28851,29.50,85.10,37.84,22.02,71.63,51.58
28852,29.48,85.06,37.84,21.99,71.59,51.59
28853,29.49,85.08,37.84,21.99,71.59,51.58
28854,29.50,85.10,37.85,22.01,71.61,51.57
28855,29.49,85.08,37.85,22.01,71.61,51.58
28856,29.50,85.10,37.84,22.01,71.61,51.57
28857,29.48,85.06,37.85,21.99,71.59,51.58
28858,29.51,85.12,37.85,21.98,71.57,51.57
28859,29.49,85.08,37.85,22.01,71.61,51.57
28860,29.50,85.10,37.84,22.01,71.61,51.57
28861,29.51,85.12,37.84,22.01,71.61,51.56
28862,29.50,85.10,37.84,22.01,71.61,51.59
28863,29.49,85.08,37.84,22.01,71.61,51.56
28864,29.48,85.06,37.84,22.02,71.63,51.56
28865,29.51,85.12,37.85,22.01,71.61,51.56
28866,29.50,85.10,37.84,22.02,71.63,51.57
28867,29.49,85.08,37.84,22.02,71.63,51.56
28868,29.50,85.10,37.84,22.01,71.61,51.57
28869,29.49,85.08,37.84,22.02,71.63,51.56
28870,29.48,85.06,37.85,22.01,71.61,51.56
28871,29.51,85.12,37.85,22.02,71.63,51.55
28872,29.49,85.08,37.84,22.04,71.67,51.57
28873,29.50,85.10,37.84,22.04,71.67,51.59
28874,29.47,85.05,37.84,22.05,71.69,51.58
28875,29.48,85.06,37.82,22.06,71.71,51.58
28876,29.49,85.08,37.82,22.05,71.69,51.57
28877,29.49,85.08,37.85,22.05,71.69,51.56
28878,29.46,85.03,37.82,22.03,71.65,51.56
28879,29.48,85.06,37.82,22.05,71.69,51.56
28880,29.50,85.10,37.82,22.05,71.69,51.57
28881,29.50,85.10,37.82,22.05,71.69,51.59
28882,29.49,85.08,37.82,22.06,71.71,51.58
28883,29.49,85.08,37.85,22.05,71.69,51.57
28884,29.48,85.06,37.84,22.04,71.67,51.59
28885,29.47,85.05,37.85,22.06,71.71,51.57
28886,29.47,85.05,37.84,22.05,71.69,51.57
28887,29.49,85.08,37.84,22.04,71.67,51.56
28888,29.47,85.05,37.82,22.06,71.71,51.58
28889,29.46,85.03,37.84,22.08,71.74,51.58
28890,29.48,85.06,37.85,22.06,71.71,51.59
28891,29.49,85.08,37.85,22.06,71.71,51.59
28892,29.48,85.06,37.84,22.04,71.67,51.56
28893,29.49,85.08,37.82,22.06,71.71,51.57
28894,29.48,85.06,37.82,22.06,71.71,51.57
28895,29.49,85.08,37.85,22.07,71.73,51.59
28896,29.50,85.10,37.85,22.05,71.69,51.57
28897,29.48,85.06,37.82,22.06,71.71,51.56
28898,29.48,85.06,37.84,22.06,71.71,51.57
28899,29.46,85.03,37.84,22.05,71.69,51.55
28900,29.48,85.06,37.85,22.06,71.71,51.56
28901,29.48,85.06,37.84,22.04,71.67,51.56
28902,29.47,85.05,37.85,22.04,71.67,51.55
28903,29.46,85.03,37.84,22.03,71.65,51.55
28904,29.46,85.03,37.84,22.02,71.63,51.55
28905,29.47,85.05,37.84,22.03,71.65,51.56
28906,29.47,85.05,37.85,22.02,71.63,51.55
28907,29.47,85.05,37.82,22.04,71.67,51.54
28908,29.49,85.08,37.84,22.04,71.67,51.54
28909,29.46,85.03,37.82,22.05,71.69,51.56
28910,29.46,85.03,37.84,22.06,71.71,51.54
28911,29.48,85.06,37.84,22.07,71.73,51.54
28912,29.46,85.03,37.85,22.05,71.69,51.55
28913,29.45,85.01,37.82,22.05,71.69,51.54
28914,29.47,85.05,37.82,22.03,71.65,51.52
28915,29.46,85.03,37.85,22.05,71.69,51.53
28916,29.47,85.05,37.84,22.03,71.65,51.53
28917,29.46,85.03,37.85,22.05,71.69,51.52
28918,29.45,85.01,37.85,22.06,71.71,51.54
28919,29.48,85.06,37.85,22.03,71.65,51.52
28920,29.47,85.05,37.85,22.05,71.69,51.53
28921,29.47,85.05,37.84,22.06,71.71,51.53
28922,29.46,85.03,37.84,22.03,71.65,51.52
28923,29.45,85.01,37.84,22.06,71.71,51.53
28924,29.47,85.05,37.86,22.05,71.69,51.53
28925,29.45,85.01,37.84,22.06,71.71,51.53
28926,29.45,85.01,37.85,22.06,71.71,51.50
28927,29.46,85.03,37.85,22.06,71.71,51.53
28928,29.45,85.01,37.84,22.05,71.69,51.51
28929,29.45,85.01,37.85,22.04,71.67,51.53
28930,29.45,85.01,37.86,22.04,71.67,51.52
28931,29.45,85.01,37.85,22.03,71.65,51.50
28932,29.44,84.99,37.84,22.04,71.67,51.50
28933,29.46,85.03,37.85,22.01,71.61,51.51
28934,29.44,84.99,37.85,22.04,71.67,51.50
28935,29.45,85.01,37.85,22.02,71.63,51.51
28936,29.45,85.01,37.87,22.01,71.61,51.51
28937,29.47,85.05,37.86,21.98,71.57,51.51
28938,29.45,85.01,37.85,21.98,71.57,51.53
28939,29.45,85.01,37.87,21.98,71.57,51.49
28940,29.45,85.01,37.87,21.99,71.59,51.50
28941,29.47,85.05,37.86,21.97,71.55,51.49
28942,29.45,85.01,37.88,21.98,71.57,51.50
28943,29.45,85.01,37.86,21.99,71.59,51.51
28944,29.44,84.99,37.85,21.98,71.57,51.50
28945,29.45,85.01,37.85,21.97,71.55,51.50
28946,29.44,84.99,37.88,22.01,71.61,51.51
28947,29.46,85.03,37.87,21.99,71.59,51.50
28948,29.46,85.03,37.86,21.99,71.59,51.50
28949,29.49,85.08,37.87,21.96,71.53,51.52
28950,29.48,85.06,37.87,21.98,71.57,51.50
28951,29.48,85.06,37.87,21.98,71.57,51.52
28952,29.49,85.08,37.88,21.99,71.59,51.53
28953,29.48,85.06,37.87,21.99,71.59,51.53
28954,29.48,85.06,37.87,21.98,71.57,51.53
28955,29.47,85.05,37.87,21.98,71.57,51.53
28956,29.48,85.06,37.87,21.97,71.55,51.53
28957,29.49,85.08,37.88,21.97,71.55,51.51
28958,29.48,85.06,37.86,21.97,71.55,51.54
28959,29.48,85.06,37.88,21.98,71.57,51.53
28960,29.47,85.05,37.88,21.97,71.55,51.53
28961,29.48,85.06,37.86,21.98,71.57,51.53
28962,29.47,85.05,37.86,21.97,71.55,51.54
28963,29.48,85.06,37.87,21.98,71.57,51.56
28964,29.48,85.06,37.86,21.98,71.57,51.55
28965,29.48,85.06,37.85,21.98,71.57,51.56
28966,29.49,85.08,37.86,21.97,71.55,51.56
28967,29.48,85.06,37.86,21.95,71.51,51.56
28968,29.48,85.06,37.88,21.95,71.51,51.56
28969,29.50,85.10,37.85,21.96,71.53,51.57
28970,29.48,85.06,37.86,21.94,71.49,51.56
28971,29.48,85.06,37.87,21.96,71.53,51.58
28972,29.49,85.08,37.86,21.95,71.51,51.57
28973,29.48,85.06,37.86,21.95,71.51,51.58
28974,29.49,85.08,37.86,21.97,71.55,51.58
28975,29.50,85.10,37.85,21.95,71.51,51.57
28976,29.48,85.06,37.85,21.95,71.51,51.58
28977,29.49,85.08,37.86,21.95,71.51,51.59
28978,29.49,85.08,37.85,21.96,71.53,51.58
28979,29.48,85.06,37.84,21.95,71.51,51.58
28980,29.49,85.08,37.85,21.92,71.45,51.60
28981,29.46,85.03,37.85,21.92,71.45,51.59
28982,29.49,85.08,37.85,21.92,71.45,51.59
28983,29.49,85.08,37.84,21.93,71.47,51.59
28984,29.48,85.06,37.84,21.93,71.47,51.61
28985,29.47,85.05,37.84,21.94,71.49,51.59
28986,29.48,85.06,37.84,21.95,71.51,51.61
28987,29.48,85.06,37.84,21.92,71.45,51.62
28988,29.49,85.08,37.85,21.95,71.51,51.61
28989,29.50,85.10,37.85,21.92,71.45,51.62
28990,29.48,85.06,37.84,21.92,71.45,51.60
28991,29.47,85.05,37.85,21.94,71.49,51.62
28992,29.49,85.08,37.85,21.94,71.49,51.62
28993,29.49,85.08,37.84,21.94,71.49,51.62
28994,29.50,85.10,37.84,21.94,71.49,51.62
28995,29.47,85.05,37.85,21.92,71.45,51.62
28996,29.48,85.06,37.84,21.94,71.49,51.63
28997,29.50,85.10,37.84,21.92,71.45,51.64
28998,29.48,85.06,37.84,21.92,71.45,51.63
28999,29.48,85.06,37.84,21.92,71.45,51.65
29000,29.50,85.10,37.84,21.91,71.44,51.66
29001,29.49,85.08,37.84,21.93,71.47,51.66
29002,29.46,85.03,37.85,21.94,71.49,51.66
29003,29.49,85.08,37.84,21.91,71.44,51.66
29004,29.49,85.08,37.85,21.92,71.45,51.67
29005,29.48,85.06,37.84,21.91,71.44,51.67
29006,29.49,85.08,37.82,21.92,71.45,51.67
29007,29.49,85.08,37.84,21.93,71.47,51.68
29008,29.48,85.06,37.85,21.90,71.42,51.69
29009,29.49,85.08,37.84,21.91,71.44,51.67
29010,29.49,85.08,37.85,21.90,71.42,51.69
29011,29.50,85.10,37.84,21.92,71.45,51.69
29012,29.50,85.10,37.84,21.90,71.42,51.70
29013,29.50,85.10,37.84,21.90,71.42,51.69
29014,29.49,85.08,37.85,21.92,71.45,51.70
29015,29.48,85.06,37.82,21.90,71.42,51.70
29016,29.48,85.06,37.85,21.90,71.42,51.72
29017,29.49,85.08,37.82,21.90,71.42,51.71
29018,29.49,85.08,37.82,21.90,71.42,51.72
29019,29.46,85.03,37.84,21.91,71.44,51.71
29020,29.49,85.08,37.84,21.91,71.44,51.72
29021,29.48,85.06,37.84,21.92,71.45,51.72
29022,29.47,85.05,37.82,21.90,71.42,51.72
29023,29.48,85.06,37.84,21.92,71.45,51.74
29024,29.48,85.06,37.84,21.93,71.47,51.74
29025,29.49,85.08,37.84,21.93,71.47,51.72
29026,29.50,85.10,37.85,21.91,71.44,51.74
29027,29.48,85.06,37.82,21.92,71.45,51.73
29028,29.46,85.03,37.85,21.92,71.45,51.75
29029,29.46,85.03,37.82,21.93,71.47,51.75
29030,29.47,85.05,37.82,21.93,71.47,51.75
29031,29.48,85.06,37.84,21.92,71.45,51.73
29032,29.47,85.05,37.84,21.93,71.47,51.75
29033,29.47,85.05,37.85,21.92,71.45,51.74
29034,29.47,85.05,37.84,21.88,71.38,51.74
29035,29.47,85.05,37.82,21.91,71.44,51.75
29036,29.46,85.03,37.84,21.90,71.42,51.76
29037,29.46,85.03,37.82,21.87,71.36,51.74
29038,29.48,85.06,37.84,21.89,71.40,51.72
29039,29.47,85.05,37.85,21.91,71.44,51.75
29040,29.48,85.06,37.84,21.90,71.42,51.75
29041,29.48,85.06,37.84,21.90,71.42,51.75
29042,29.47,85.05,37.85,21.91,71.44,51.76
29043,29.48,85.06,37.82,21.88,71.38,51.75
29044,29.47,85.05,37.84,21.90,71.42,51.76
29045,29.48,85.06,37.85,21.92,71.45,51.76
29046,29.48,85.06,37.84,21.90,71.42,51.75
29047,29.48,85.06,37.84,21.91,71.44,51.76
29048,29.50,85.10,37.84,21.92,71.45,51.77
29049,29.49,85.08,37.85,21.93,71.47,51.76
29050,29.47,85.05,37.85,21.92,71.45,51.78
29051,29.49,85.08,37.85,21.92,71.45,51.78
29052,29.48,85.06,37.84,21.91,71.44,51.79
29053,29.50,85.10,37.85,21.93,71.47,51.75
29054,29.47,85.05,37.82,21.94,71.49,51.76
29055,29.49,85.08,37.85,21.94,71.49,51.78
29056,29.49,85.08,37.84,21.97,71.55,51.79
29057,29.50,85.10,37.84,21.94,71.49,51.78
29058,29.50,85.10,37.82,21.95,71.51,51.78
29059,29.50,85.10,37.85,21.93,71.47,51.77
29060,29.49,85.08,37.84,21.94,71.49,51.77
29061,29.47,85.05,37.85,21.93,71.47,51.76
29062,29.48,85.06,37.85,21.94,71.49,51.77
29063,29.50,85.10,37.82,21.95,71.51,51.76
29064,29.50,85.10,37.82,21.94,71.49,51.77
29065,29.49,85.08,37.82,21.95,71.51,51.78
29066,29.49,85.08,37.82,21.94,71.49,51.76
29067,29.49,85.08,37.82,21.93,71.47,51.76
29068,29.49,85.08,37.84,21.92,71.45,51.76
29069,29.50,85.10,37.85,21.93,71.47,51.76
29070,29.50,85.10,37.82,21.93,71.47,51.76
29071,29.51,85.12,37.82,21.93,71.47,51.76
29072,29.50,85.10,37.80,21.92,71.45,51.76
29073,29.50,85.10,37.82,21.92,71.45,51.76
29074,29.49,85.08,37.82,21.95,71.51,51.78
29075,29.49,85.08,37.81,21.92,71.45,51.76
29076,29.49,85.08,37.79,21.94,71.49,51.75
29077,29.50,85.10,37.82,21.92,71.45,51.76
29078,29.48,85.06,37.81,21.92,71.45,51.77
29079,29.50,85.10,37.82,21.94,71.49,51.78
29080,29.49,85.08,37.81,21.95,71.51,51.76
29081,29.50,85.10,37.81,21.95,71.51,51.78
29082,29.51,85.12,37.81,21.96,71.53,51.78
29083,29.51,85.12,37.80,21.96,71.53,51.78
29084,29.50,85.10,37.80,21.96,71.53,51.78
29085,29.50,85.10,37.80,21.95,71.51,51.77
29086,29.48,85.06,37.81,21.95,71.51,51.76
29087,29.50,85.10,37.79,21.97,71.55,51.75
29088,29.50,85.10,37.80,21.95,71.51,51.77
29089,29.50,85.10,37.79,21.98,71.57,51.78
29090,29.50,85.10,37.80,21.97,71.55,51.76
29091,29.48,85.06,37.79,21.96,71.53,51.75
29092,29.49,85.08,37.79,21.95,71.51,51.76
29093,29.50,85.10,37.80,21.95,71.51,51.75
29094,29.50,85.10,37.79,21.95,71.51,51.75
29095,29.49,85.08,37.82,21.93,71.47,51.73
29096,29.49,85.08,37.80,21.95,71.51,51.76
29097,29.49,85.08,37.79,21.94,71.49,51.74
29098,29.50,85.10,37.79,21.93,71.47,51.75
29099,29.48,85.06,37.81,21.95,71.51,51.74
29100,29.48,85.06,37.80,21.92,71.45,51.73
29101,29.50,85.10,37.80,21.94,71.49,51.72
29102,29.50,85.10,37.80,21.93,71.47,51.72
29103,29.49,85.08,37.81,21.93,71.47,51.72
29104,29.52,85.14,37.80,21.92,71.45,51.75
29105,29.52,85.14,37.79,21.94,71.49,51.73
29106,29.51,85.12,37.79,21.93,71.47,51.72
29107,29.49,85.08,37.78,21.92,71.45,51.73
29108,29.51,85.12,37.79,21.93,71.47,51.75
29109,29.50,85.10,37.80,21.94,71.49,51.75
29110,29.51,85.12,37.79,21.92,71.45,51.74
29111,29.49,85.08,37.79,21.93,71.47,51.74
29112,29.51,85.12,37.80,21.91,71.44,51.74
29113,29.48,85.06,37.79,21.95,71.51,51.74
29114,29.51,85.12,37.79,21.93,71.47,51.75
29115,29.49,85.08,37.78,21.94,71.49,51.74
29116,29.50,85.10,37.79,21.92,71.45,51.75
29117,29.51,85.12,37.79,21.91,71.44,51.75
29118,29.50,85.10,37.78,21.92,71.45,51.73
29119,29.52,85.14,37.79,21.92,71.45,51.74
29120,29.51,85.12,37.79,21.92,71.45,51.76
29121,29.50,85.10,37.79,21.95,71.51,51.75
29122,29.51,85.12,37.79,21.92,71.45,51.75
29123,29.53,85.16,37.79,21.91,71.44,51.74
29124,29.51,85.12,37.77,21.92,71.45,51.75
29125,29.50,85.10,37.79,21.92,71.45,51.75
29126,29.51,85.12,37.79,21.92,71.45,51.75
29127,29.50,85.10,37.79,21.92,71.45,51.76
29128,29.50,85.10,37.78,21.92,71.45,51.75
29129,29.53,85.16,37.79,21.92,71.45,51.75
29130,29.50,85.10,37.78,21.92,71.45,51.75
29131,29.51,85.12,37.79,21.92,71.45,51.75
29132,29.50,85.10,37.76,21.92,71.45,51.75
29133,29.51,85.12,37.78,21.94,71.49,51.75
29134,29.53,85.16,37.79,21.92,71.45,51.77
29135,29.51,85.12,37.79,21.91,71.44,51.75
29136,29.50,85.10,37.79,21.89,71.40,51.75
29137,29.52,85.14,37.78,21.92,71.45,51.76
29138,29.51,85.12,37.76,21.91,71.44,51.76
29139,29.50,85.10,37.76,21.90,71.42,51.76
29140,29.53,85.16,37.79,21.89,71.40,51.74
29141,29.52,85.14,37.79,21.92,71.45,51.75
29142,29.51,85.12,37.78,21.89,71.40,51.75
29143,29.53,85.16,37.79,21.92,71.45,51.75
29144,29.50,85.10,37.77,21.89,71.40,51.75
29145,29.51,85.12,37.77,21.91,71.44,51.75
29146,29.50,85.10,37.76,21.92,71.45,51.75
29147,29.50,85.10,37.75,21.92,71.45,51.76
29148,29.49,85.08,37.76,21.91,71.44,51.75
29149,29.51,85.12,37.78,21.91,71.44,51.76
29150,29.50,85.10,37.78,21.89,71.40,51.74
29151,29.48,85.06,37.75,21.89,71.40,51.76
29152,29.51,85.12,37.76,21.91,71.44,51.78
29153,29.51,85.12,37.77,21.91,71.44,51.76
29154,29.51,85.12,37.76,21.88,71.38,51.75
29155,29.50,85.10,37.78,21.87,71.36,51.75
29156,29.50,85.10,37.75,21.88,71.38,51.76
29157,29.50,85.10,37.75,21.88,71.38,51.75
29158,29.48,85.06,37.76,21.89,71.40,51.79
29159,29.52,85.14,37.77,21.89,71.40,51.75
29160,29.50,85.10,37.77,21.87,71.36,51.77
29161,29.50,85.10,37.78,21.88,71.38,51.78
29162,29.51,85.12,37.75,21.89,71.40,51.77
29163,29.50,85.10,37.77,21.87,71.36,51.79
29164,29.50,85.10,37.76,21.88,71.38,51.78
29165,29.50,85.10,37.75,21.89,71.40,51.78
29166,29.49,85.08,37.75,21.89,71.40,51.77
29167,29.50,85.10,37.78,21.89,71.40,51.79
29168,29.52,85.14,37.77,21.91,71.44,51.80
29169,29.52,85.14,37.78,21.91,71.44,51.80
29170,29.50,85.10,37.77,21.91,71.44,51.80
29171,29.50,85.10,37.75,21.90,71.42,51.81
29172,29.50,85.10,37.76,21.90,71.42,51.82
29173,29.51,85.12,37.76,21.91,71.44,51.80
29174,29.48,85.06,37.75,21.87,71.36,51.79
29175,29.50,85.10,37.78,21.89,71.40,51.79
29176,29.50,85.10,37.75,21.89,71.40,51.79
29177,29.48,85.06,37.75,21.87,71.36,51.79
29178,29.48,85.06,37.77,21.89,71.40,51.80
29179,29.48,85.06,37.76,21.89,71.40,51.79
29180,29.50,85.10,37.75,21.92,71.45,51.81
29181,29.48,85.06,37.76,21.90,71.42,51.81
29182,29.50,85.10,37.77,21.91,71.44,51.80
29183,29.48,85.06,37.76,21.92,71.45,51.81
