set_c,c,output
34.000, 34.001, 18.03
34.000, 34.006, 17.34
34.000, 33.997, 19.06
34.000, 34.001, 17.67
34.000, 34.003, 17.80
34.000, 34.007, 17.23
34.000, 33.997, 19.17
34.000, 34.004, 17.21
34.000, 34.010, 16.88
34.000, 34.003, 18.48
34.000, 34.001, 18.12
34.000, 34.003, 17.77
34.000, 34.004, 17.66
34.000, 34.004, 17.78
34.000, 34.000, 18.46
34.000, 34.001, 17.88
34.000, 33.997, 18.68
34.000, 33.998, 18.10
34.000, 34.006, 17.08
34.000, 34.004, 17.89
34.000, 34.001, 18.22
34.000, 34.000, 18.21
34.000, 34.000, 18.10
34.000, 33.991, 19.46
34.000, 33.997, 17.86
34.000, 33.998, 18.10
34.000, 34.000, 17.99
34.000, 34.004, 17.43
34.000, 34.001, 18.23
34.000, 34.004, 17.54
34.000, 33.997, 18.91
34.000, 34.001, 17.64
34.000, 34.006, 17.31
34.000, 34.003, 18.11
34.000, 33.998, 18.56
34.000, 34.010, 16.39
34.000, 34.003, 18.45
34.000, 34.000, 18.32
34.000, 34.000, 18.09
34.000, 34.007, 16.95
34.000, 33.997, 19.12
34.000, 34.001, 17.62
34.000, 34.010, 16.60
34.000, 34.001, 18.67
34.000, 34.003, 17.73
34.000, 34.000, 18.30
34.000, 34.001, 17.84
34.000, 34.007, 17.05
34.000, 34.001, 18.42
34.000, 33.997, 18.64
34.000, 34.001, 17.60
34.000, 33.995, 18.86
34.000, 34.000, 17.72
34.000, 34.009, 16.70
34.000, 33.997, 19.22
34.000, 33.992, 18.97
34.000, 34.000, 17.48
34.000, 33.998, 18.30
34.000, 34.000, 17.95
34.000, 34.004, 17.39
34.000, 33.997, 18.87
34.000, 33.998, 18.06
34.000, 33.992, 19.09
34.000, 34.000, 17.49
34.000, 34.003, 17.62
34.000, 33.998, 18.54
34.000, 34.006, 17.05
34.000, 34.004, 17.86
34.000, 33.991, 19.79
34.000, 33.998, 17.60
34.000, 33.997, 18.41
34.000, 34.001, 17.62
34.000, 34.004, 17.51
34.000, 33.998, 18.65
34.000, 34.004, 17.28
34.000, 34.007, 17.28
34.000, 34.009, 17.29
34.000, 33.995, 19.45
34.000, 34.007, 16.57
34.000, 33.997, 19.10
34.000, 34.006, 16.91
34.000, 34.006, 17.61
34.000, 34.000, 18.52
34.000, 34.001, 17.82
34.000, 34.000, 18.17
34.000, 33.991, 19.42
34.000, 34.007, 16.21
34.000, 34.010, 17.04
34.000, 34.001, 18.64
34.000, 34.004, 17.48
34.000, 33.997, 18.85
34.000, 34.003, 17.35
34.000, 33.991, 19.64
34.000, 34.006, 16.43
34.000, 33.998, 18.74
34.000, 34.001, 17.70
34.000, 34.001, 17.93
34.000, 34.003, 17.70
34.000, 34.001, 18.04
34.000, 34.003, 17.70
34.000, 33.997, 18.72
34.000, 33.997, 18.26
34.000, 33.998, 18.03
34.000, 34.000, 17.92
34.000, 34.003, 17.59
34.000, 33.995, 18.96
34.000, 33.991, 19.06
34.000, 33.992, 18.48
34.000, 33.998, 17.70
34.000, 34.003, 17.48
34.000, 33.998, 18.52
34.000, 33.992, 19.08
34.000, 33.997, 17.93
34.000, 34.000, 17.83
34.000, 33.989, 19.66
34.000, 33.998, 17.48
34.000, 34.006, 17.05
34.000, 34.001, 18.31
34.000, 34.015, 15.91
34.000, 34.001, 19.00
34.000, 34.001, 17.94
34.000, 34.001, 17.94
34.000, 33.994, 19.08
34.000, 34.003, 17.13
34.000, 34.001, 18.06
34.000, 33.991, 19.54
34.000, 33.998, 17.59
34.000, 34.003, 17.49
34.000, 34.003, 17.84
34.000, 34.009, 16.93
34.000, 34.009, 17.39
34.000, 34.001, 18.52
34.000, 34.003, 17.71
34.000, 34.007, 17.14
34.000, 33.997, 19.08
34.000, 34.003, 17.35
34.000, 34.010, 16.68
34.000, 33.998, 19.08
34.000, 33.998, 18.14
34.000, 34.000, 17.91
34.000, 33.988, 19.85
34.000, 34.000, 17.10
34.000, 34.001, 17.81
34.000, 34.004, 17.47
34.000, 34.001, 18.16
34.000, 34.007, 17.01
34.000, 34.003, 18.16
34.000, 34.007, 17.12
34.000, 34.003, 18.15
34.000, 33.992, 19.39
34.000, 34.007, 16.30
34.000, 34.001, 18.38
35.000, 34.001, 90.40
35.000, 34.004, 90.71
35.000, 34.013, 90.34
35.000, 34.032, 89.07
35.000, 34.060, 86.90
35.000, 34.132, 79.14
35.000, 34.185, 77.34
35.000, 34.262, 70.46
35.000, 34.347, 64.25
35.000, 34.425, 59.69
35.000, 34.512, 53.13
35.000, 34.590, 48.57
35.000, 34.665, 43.70
35.000, 34.735, 39.22
35.000, 34.796, 35.71
35.000, 34.865, 30.30
35.000, 34.916, 28.16
35.000, 34.960, 25.49
35.000, 34.997, 23.45
35.000, 35.037, 20.35
35.000, 35.063, 19.49
35.000, 35.076, 19.62
35.000, 35.089, 18.45
35.000, 35.100, 17.84
35.000, 35.100, 18.58
35.000, 35.099, 18.73
35.000, 35.106, 17.40
35.000, 35.091, 20.19
35.000, 35.080, 20.54
35.000, 35.060, 22.62
35.000, 35.062, 20.82
35.000, 35.056, 21.80
35.000, 35.040, 23.57
35.000, 35.028, 24.19
35.000, 35.014, 25.28
35.000, 34.999, 26.49
35.000, 34.991, 26.46
35.000, 34.985, 26.79
35.000, 34.976, 27.70
35.000, 34.968, 28.15
35.000, 34.968, 27.59
35.000, 34.971, 27.16
35.000, 34.957, 29.47
35.000, 34.966, 27.08
35.000, 34.954, 29.63
35.000, 34.962, 27.59
35.000, 34.960, 28.43
35.000, 34.965, 27.66
35.000, 34.968, 27.58
35.000, 34.973, 27.16
35.000, 34.970, 27.99
35.000, 34.973, 27.32
35.000, 34.990, 25.07
35.000, 34.999, 25.00
35.000, 34.985, 27.75
35.000, 34.985, 26.71
35.000, 34.991, 25.81
35.000, 34.999, 25.15
35.000, 34.996, 26.19
35.000, 35.008, 24.14
35.000, 35.005, 25.52
35.000, 35.008, 24.83
35.000, 35.011, 24.60
35.000, 35.008, 25.29
35.000, 35.008, 25.05
35.000, 35.022, 22.99
35.000, 35.003, 26.76
35.000, 35.022, 22.62
35.000, 35.006, 26.29
35.000, 35.014, 23.97
35.000, 35.017, 24.09
35.000, 35.008, 25.68
35.000, 35.014, 24.06
35.000, 35.017, 24.06
35.000, 35.013, 24.96
35.000, 35.016, 24.15
35.000, 35.009, 25.28
35.000, 35.009, 24.81
35.000, 35.011, 24.57
35.000, 35.014, 24.22
35.000, 35.019, 23.76
35.000, 35.028, 22.74
35.000, 35.008, 26.38
35.000, 35.014, 23.94
35.000, 35.009, 25.08
35.000, 35.023, 22.67
35.000, 35.019, 24.39
35.000, 35.026, 22.89
35.000, 35.013, 25.50
35.000, 35.020, 23.30
35.000, 35.020, 23.87
35.000, 35.016, 24.54
35.000, 35.016, 24.17
35.000, 35.025, 22.79
35.000, 35.022, 23.93
35.000, 35.023, 23.46
35.000, 35.026, 23.10
35.000, 35.017, 24.68
35.000, 35.011, 24.87
35.000, 35.014, 23.94
35.000, 35.023, 22.80
35.000, 35.026, 23.03
35.000, 35.025, 23.47
35.000, 35.023, 23.56
35.000, 35.031, 22.29
35.000, 35.031, 22.85
35.000, 35.039, 21.69
35.000, 35.029, 23.61
35.000, 35.039, 21.52
35.000, 35.017, 25.38
35.000, 35.017, 23.73
35.000, 35.019, 23.49
35.000, 35.022, 23.14
35.000, 35.008, 25.40
35.000, 35.023, 22.06
35.000, 35.020, 23.67
35.000, 35.037, 20.92
35.000, 35.034, 22.64
35.000, 35.031, 22.83
35.000, 35.031, 22.57
35.000, 35.023, 23.69
35.000, 35.028, 22.40
35.000, 35.037, 21.36
35.000, 35.033, 22.72
35.000, 35.033, 22.35
35.000, 35.039, 21.41
35.000, 35.040, 21.62
35.000, 35.039, 21.94
35.000, 35.031, 22.93
35.000, 35.025, 23.23
35.000, 35.028, 22.29
35.000, 35.025, 22.95
35.000, 35.028, 22.25
35.000, 35.029, 22.23
35.000, 35.026, 22.78
35.000, 35.033, 21.62
35.000, 35.026, 22.97
35.000, 35.023, 22.94
35.000, 35.029, 21.77
35.000, 35.028, 22.45
35.000, 35.028, 22.31
35.000, 35.031, 21.83
35.000, 35.029, 22.27
35.000, 35.031, 21.90
35.000, 35.029, 22.23
35.000, 35.029, 22.09
35.000, 35.028, 22.29
35.000, 35.036, 21.01
35.000, 35.029, 22.48
35.000, 35.031, 21.77
35.000, 35.034, 21.40
35.000, 35.023, 23.21
35.000, 35.020, 22.82
35.000, 35.029, 21.21
35.000, 35.028, 22.12
35.000, 35.033, 21.29
35.000, 35.025, 22.76
35.000, 35.034, 20.79
35.000, 35.039, 20.78
35.000, 35.033, 22.01
35.000, 35.039, 20.61
35.000, 35.028, 22.64
35.000, 35.042, 19.75
35.000, 35.039, 21.23
35.000, 35.034, 21.65
35.000, 35.029, 21.96
35.000, 35.031, 21.35
35.000, 35.028, 21.90
35.000, 35.031, 21.19
35.000, 35.033, 21.18
35.000, 35.023, 22.63
35.000, 35.029, 21.00
35.000, 35.037, 20.31
35.000, 35.026, 22.46
35.000, 35.029, 21.17
35.000, 35.022, 22.52
35.000, 35.033, 20.32
35.000, 35.029, 21.57
35.000, 35.037, 20.17
35.000, 35.036, 20.96
35.000, 35.025, 22.41
35.000, 35.034, 20.20
35.000, 35.029, 21.56
35.000, 35.039, 19.82
35.000, 35.025, 22.55
35.000, 35.034, 20.11
35.000, 35.034, 20.78
35.000, 35.037, 20.30
35.000, 35.043, 19.60
35.000, 35.026, 22.54
35.000, 35.023, 21.69
35.000, 35.033, 20.07
35.000, 35.023, 22.11
35.000, 35.031, 20.25
35.000, 35.025, 21.73
35.000, 35.031, 20.33
35.000, 35.019, 22.59
35.000, 35.023, 20.96
35.000, 35.017, 22.20
35.000, 35.017, 21.72
35.000, 35.034, 19.20
35.000, 35.019, 22.74
35.000, 35.020, 21.33
35.000, 35.039, 18.70
35.000, 35.022, 22.58
35.000, 35.029, 20.14
35.000, 35.023, 21.61
35.000, 35.029, 20.21
35.000, 35.039, 19.29
35.000, 35.036, 20.42
35.000, 35.033, 20.62
35.000, 35.025, 21.50
35.000, 35.026, 20.66
35.000, 35.029, 20.31
35.000, 35.025, 21.20
35.000, 35.037, 19.01
35.000, 35.026, 21.51
35.000, 35.026, 20.67
35.000, 35.031, 19.97
35.000, 35.026, 20.98
35.000, 35.029, 20.15
35.000, 35.031, 20.14
35.000, 35.029, 20.46
35.000, 35.026, 20.77
35.000, 35.033, 19.61
35.000, 35.028, 20.73
35.000, 35.011, 22.87
35.000, 35.023, 19.75
35.000, 35.023, 20.67
35.000, 35.019, 21.33
35.000, 35.029, 19.37
35.000, 35.025, 20.85
35.000, 35.013, 22.30
35.000, 35.022, 19.99
35.000, 35.013, 22.04
35.000, 35.025, 19.51
35.000, 35.031, 19.52
35.000, 35.025, 20.87
35.000, 35.017, 21.52
35.000, 35.019, 20.70
35.000, 35.028, 19.43
35.000, 35.022, 21.03
35.000, 35.020, 20.77
35.000, 35.014, 21.55
35.000, 35.016, 20.84
35.000, 35.022, 20.03
35.000, 35.016, 21.40
35.000, 35.028, 19.10
35.000, 35.017, 21.61
35.000, 35.029, 18.95
35.000, 35.023, 20.78
35.000, 35.023, 20.29
35.000, 35.031, 19.13
35.000, 35.011, 22.66
35.000, 35.025, 19.07
35.000, 35.009, 22.39
35.000, 35.011, 20.98
35.000, 35.025, 19.04
35.000, 35.025, 20.08
35.000, 35.017, 21.20
35.000, 35.025, 19.46
35.000, 35.017, 21.16
35.000, 35.028, 18.97
35.000, 35.017, 21.36
35.000, 35.025, 19.39
35.000, 35.034, 18.59
35.000, 35.025, 20.64
35.000, 35.028, 19.46
35.000, 35.026, 19.90
35.000, 35.029, 19.31
35.000, 35.025, 20.20
35.000, 35.016, 21.20
35.000, 35.022, 19.57
35.000, 35.037, 17.75
35.000, 35.025, 20.71
35.000, 35.016, 21.12
35.000, 35.014, 20.63
35.000, 35.008, 21.42
35.000, 35.016, 19.80
35.000, 35.014, 20.61
35.000, 35.019, 19.79
35.000, 35.020, 19.90
35.000, 35.011, 21.37
35.000, 35.009, 20.89
35.000, 35.014, 20.08
35.000, 35.013, 20.65
35.000, 35.008, 21.21
35.000, 35.013, 20.17
35.000, 35.017, 19.82
35.000, 35.014, 20.62
35.000, 35.016, 20.15
35.000, 35.017, 20.02
35.000, 35.014, 20.58
35.000, 35.025, 18.74
35.000, 35.019, 20.46
35.000, 35.016, 20.43
35.000, 35.017, 19.95
35.000, 35.016, 20.29
35.000, 35.011, 20.84
35.000, 35.006, 21.16
35.000, 35.014, 19.67
35.000, 35.019, 19.56
35.000, 35.017, 20.12
35.000, 35.016, 20.22
35.000, 35.022, 19.18
35.000, 35.019, 20.09
35.000, 35.017, 20.07
35.000, 35.009, 21.08
35.000, 35.019, 19.12
35.000, 35.016, 20.26
35.000, 35.016, 20.02
35.000, 35.026, 18.41
35.000, 35.029, 18.75
35.000, 35.009, 21.93
35.000, 35.028, 17.66
35.000, 35.026, 19.28
35.000, 35.025, 19.37
35.000, 35.013, 21.05
35.000, 35.014, 19.88
35.000, 35.016, 19.76
35.000, 35.017, 19.63
35.000, 35.011, 20.65
35.000, 35.017, 19.26
35.000, 35.009, 20.86
35.000, 35.023, 18.21
35.000, 35.017, 20.16
35.000, 35.009, 20.82
35.000, 35.003, 21.13
35.000, 35.008, 19.98
35.000, 35.011, 19.87
35.000, 35.013, 19.87
35.000, 35.006, 20.89
35.000, 35.014, 19.28
35.000, 35.017, 19.39
35.000, 35.013, 20.30
35.000, 35.011, 20.17
35.000, 35.008, 20.50
35.000, 35.014, 19.34
35.000, 35.006, 20.94
35.000, 35.005, 20.58
35.000, 35.014, 19.09
35.000, 35.022, 18.64
35.000, 35.014, 20.35
35.000, 35.005, 21.12
35.000, 35.011, 19.50
35.000, 35.011, 19.96
35.000, 34.999, 21.78
35.000, 35.011, 19.02
35.000, 35.005, 20.86
35.000, 35.002, 20.84
35.000, 35.006, 19.92
35.000, 35.011, 19.59
35.000, 35.003, 21.07
35.000, 35.013, 19.11
35.000, 35.013, 19.81
35.000, 35.014, 19.57
35.000, 35.008, 20.59
35.000, 35.008, 20.11
35.000, 35.028, 17.15
35.000, 35.022, 19.56
35.000, 35.013, 20.44
35.000, 35.011, 19.96
35.000, 35.011, 19.83
35.000, 35.011, 19.82
35.000, 35.014, 19.36
35.000, 35.019, 18.90
35.000, 35.005, 21.29
35.000, 35.009, 19.54
35.000, 35.005, 20.57
35.000, 35.009, 19.53
35.000, 35.019, 18.51
35.000, 35.005, 21.25
35.000, 35.014, 18.82
35.000, 34.994, 22.48
35.000, 35.017, 17.54
35.000, 35.017, 19.29
35.000, 35.016, 19.50
35.000, 35.008, 20.51
35.000, 35.009, 19.69
35.000, 35.017, 18.66
35.000, 35.005, 21.06
35.000, 34.999, 21.03
35.000, 34.999, 20.56
35.000, 35.009, 18.97
35.000, 35.008, 20.01
35.000, 35.011, 19.43
35.000, 35.013, 19.43
35.000, 35.011, 19.76
35.000, 35.008, 20.09
35.000, 35.019, 18.26
35.000, 35.002, 21.57
35.000, 35.013, 18.68
35.000, 35.013, 19.49
35.000, 35.013, 19.49
35.000, 35.006, 20.39
35.000, 35.011, 19.23
35.000, 35.005, 20.48
35.000, 35.014, 18.65
35.000, 35.011, 19.79
35.000, 35.003, 20.69
35.000, 35.019, 17.82
35.000, 35.017, 19.21
35.000, 35.005, 20.90
35.000, 35.017, 18.14
35.000, 35.008, 20.43
35.000, 35.020, 17.90
35.000, 35.016, 19.50
35.000, 35.013, 19.59
35.000, 35.002, 20.94
35.000, 35.008, 19.21
35.000, 35.002, 20.59
35.000, 35.006, 19.43
35.000, 35.005, 20.01
35.000, 35.005, 19.89
35.000, 35.025, 16.92
35.000, 35.003, 21.61
35.000, 35.002, 20.20
35.000, 35.023, 16.89
35.000, 35.006, 21.02
35.000, 34.996, 21.32
35.000, 35.003, 19.36
35.000, 35.002, 20.18
35.000, 35.000, 20.28
35.000, 35.003, 19.71
35.000, 35.013, 18.58
35.000, 35.002, 20.86
35.000, 35.011, 18.68
35.000, 35.003, 20.51
35.000, 35.005, 19.69
35.000, 35.006, 19.58
35.000, 35.017, 18.10
35.000, 35.014, 19.36
35.000, 35.008, 20.03
35.000, 35.016, 18.41
35.000, 35.013, 19.44
35.000, 35.014, 18.97
35.000, 35.008, 19.99
35.000, 35.011, 19.06
35.000, 35.023, 17.46
35.000, 35.008, 20.66
35.000, 35.013, 18.80
35.000, 35.009, 19.60
35.000, 35.011, 19.13
35.000, 34.999, 21.06
35.000, 35.019, 17.16
35.000, 35.014, 19.35
35.000, 35.003, 20.58
35.000, 34.994, 21.13
35.000, 34.996, 20.20
35.000, 35.005, 18.96
35.000, 35.009, 18.97
35.000, 35.009, 19.32
35.000, 34.993, 21.81
35.000, 35.013, 17.57
35.000, 35.009, 19.54
35.000, 35.016, 18.39
35.000, 35.014, 19.07
35.000, 35.009, 19.63
35.000, 35.008, 19.50
35.000, 35.013, 18.69
35.000, 35.003, 20.40
35.000, 35.014, 18.10
35.000, 35.006, 20.05
35.000, 35.008, 19.23
35.000, 35.006, 19.57
35.000, 35.008, 19.22
35.000, 35.011, 18.87
35.000, 34.996, 21.38
35.000, 35.011, 17.93
35.000, 35.013, 18.87
35.000, 34.997, 21.25
35.000, 35.008, 18.49
35.000, 35.000, 20.44
35.000, 35.002, 19.63
35.000, 35.008, 18.83
35.000, 34.996, 21.11
35.000, 34.999, 19.73
35.000, 35.005, 19.05
35.000, 35.003, 19.74
35.000, 35.019, 17.35
35.000, 35.005, 20.55
35.000, 35.008, 19.04
35.000, 35.013, 18.58
35.000, 35.002, 20.52
35.000, 35.008, 18.79
35.000, 35.013, 18.57
35.000, 35.003, 20.28
35.000, 35.008, 18.89
35.000, 34.996, 21.05
35.000, 35.000, 19.44
35.000, 35.014, 17.74
35.000, 35.016, 18.55
35.000, 35.009, 19.57
35.000, 35.003, 20.01
35.000, 35.008, 18.85
35.000, 35.003, 19.88
35.000, 35.009, 18.61
35.000, 35.008, 19.30
35.000, 35.005, 19.64
35.000, 35.006, 19.17
35.000, 34.997, 20.65
35.000, 35.000, 19.49
35.000, 35.006, 18.82
35.000, 35.009, 18.82
35.000, 35.005, 19.73
35.000, 35.003, 19.61
35.000, 35.000, 19.94
35.000, 35.003, 19.25
35.000, 35.003, 19.48
35.000, 34.994, 20.85
35.000, 35.003, 18.78
35.000, 35.000, 19.94
35.000, 34.997, 20.16
35.000, 35.005, 18.79
35.000, 35.000, 20.05
35.000, 35.008, 18.56
35.000, 35.002, 20.06
35.000, 35.002, 19.59
35.000, 34.997, 20.27
35.000, 34.996, 20.15
35.000, 35.009, 17.98
35.000, 35.011, 18.80
35.000, 34.997, 20.96
35.000, 35.011, 17.86
35.000, 35.006, 19.59
35.000, 35.002, 19.91
35.000, 35.008, 18.65
35.000, 34.997, 20.71
35.000, 35.009, 18.07
35.000, 34.999, 20.59
35.000, 35.013, 17.72
35.000, 35.005, 19.91
35.000, 35.000, 20.00
35.000, 34.994, 20.56
35.000, 35.003, 18.73
35.000, 35.013, 18.06
35.000, 34.994, 21.49
35.000, 35.003, 18.72
35.000, 35.002, 19.65
35.000, 34.999, 19.99
35.000, 35.002, 19.30
35.000, 35.000, 19.76
35.000, 34.997, 20.10
35.000, 34.994, 20.32
35.000, 35.000, 19.18
35.000, 35.003, 19.19
35.000, 35.008, 18.74
35.000, 35.013, 18.40
35.000, 34.986, 22.62
35.000, 34.997, 19.04
35.000, 35.006, 18.50
35.000, 34.999, 20.33
35.000, 35.002, 19.29
35.000, 35.005, 19.07
35.000, 35.011, 18.39
35.000, 35.011, 18.85
35.000, 35.003, 19.98
35.000, 35.009, 18.48
35.000, 35.009, 18.94
35.000, 35.013, 18.48
35.000, 35.006, 19.62
35.000, 35.009, 18.69
35.000, 35.002, 20.05
35.000, 35.003, 19.24
35.000, 35.013, 17.99
35.000, 35.008, 19.36
35.000, 35.000, 20.14
35.000, 34.990, 21.15
35.000, 34.999, 18.97
35.000, 35.008, 18.31
35.000, 34.996, 20.83
35.000, 35.008, 18.07
35.000, 35.006, 19.23
35.000, 35.016, 17.74
35.000, 35.008, 19.57
35.000, 34.996, 20.80
35.000, 35.003, 18.73
35.000, 35.000, 19.77
35.000, 34.990, 21.13
35.000, 34.999, 18.95
35.000, 35.005, 18.74
35.000, 34.994, 20.80
35.000, 35.008, 17.94
35.000, 35.009, 18.76
35.000, 34.997, 20.69
35.000, 34.999, 19.53
35.000, 35.005, 18.73
35.000, 35.000, 19.88
35.000, 34.999, 19.76
35.000, 35.011, 17.82
35.000, 34.990, 21.94
35.000, 35.008, 17.57
35.000, 34.997, 20.57
35.000, 35.000, 19.29
35.000, 34.991, 20.89
35.000, 34.991, 20.20
35.000, 34.990, 20.43
35.000, 34.997, 19.18
35.000, 34.999, 19.54
35.000, 34.997, 19.89
35.000, 35.005, 18.64
35.000, 34.997, 20.36
35.000, 35.002, 19.09
35.000, 34.996, 20.35
35.000, 35.008, 18.06
35.000, 35.003, 19.68
35.000, 35.003, 19.33
35.000, 35.005, 19.10
35.000, 35.008, 18.75
35.000, 35.006, 19.21
35.000, 35.008, 18.86
35.000, 35.005, 19.43
35.000, 35.008, 18.73
35.000, 35.009, 18.73
35.000, 34.999, 20.44
35.000, 35.003, 18.93
35.000, 35.005, 19.06
35.000, 34.994, 20.76
35.000, 34.997, 19.49
35.000, 34.996, 19.96
35.000, 35.003, 18.70
35.000, 35.006, 18.83
35.000, 34.996, 20.66
35.000, 34.997, 19.61
35.000, 35.009, 17.91
35.000, 35.000, 20.20
35.000, 35.005, 18.82
35.000, 34.999, 20.08
35.000, 34.993, 20.52
35.000, 35.000, 18.92
35.000, 34.997, 19.96
35.000, 35.000, 19.27
35.000, 35.008, 18.37
35.000, 35.009, 18.72
35.000, 34.994, 21.11
35.000, 35.005, 18.35
35.000, 34.997, 20.30
35.000, 34.990, 20.86
35.000, 35.003, 18.23
35.000, 35.000, 19.74
35.000, 35.000, 19.50
35.000, 34.991, 20.87
35.000, 34.997, 19.26
35.000, 34.986, 21.33
35.000, 35.003, 18.01
35.000, 34.994, 20.66
35.000, 34.999, 19.28
35.000, 35.005, 18.72
35.000, 35.005, 19.19
35.000, 35.005, 19.18
35.000, 35.000, 19.86
35.000, 35.002, 19.28
35.000, 35.006, 18.72
35.000, 35.006, 19.06
35.000, 34.999, 20.20
35.000, 35.016, 17.11
35.000, 35.006, 19.75
35.000, 35.011, 18.36
35.000, 35.011, 18.70
35.000, 35.008, 19.15
35.000, 34.997, 20.50
35.000, 35.006, 18.32
35.000, 34.999, 20.16
35.000, 34.999, 19.57
35.000, 35.002, 19.12
35.000, 35.003, 19.12
35.000, 34.993, 20.83
35.000, 35.008, 17.74
35.000, 35.003, 19.59
35.000, 35.002, 19.46
35.000, 35.002, 19.34
35.000, 34.999, 19.80
35.000, 34.988, 21.16
35.000, 35.003, 18.07
35.000, 34.994, 20.60
35.000, 35.006, 18.08
35.000, 35.002, 19.70
35.000, 35.005, 18.89
35.000, 35.000, 19.81
35.000, 35.008, 18.32
35.000, 34.997, 20.49
35.000, 35.008, 18.08
35.000, 35.011, 18.44
35.000, 35.000, 20.26
35.000, 35.008, 18.30
35.000, 35.002, 19.79
35.000, 35.005, 18.86
35.000, 35.002, 19.55
35.000, 34.994, 20.45
35.000, 35.009, 17.59
35.000, 34.994, 21.03
35.000, 35.008, 17.82
35.000, 35.000, 20.00
35.000, 35.000, 19.42
35.000, 34.993, 20.56
35.000, 35.000, 18.84
35.000, 35.002, 19.20
35.000, 35.003, 19.08
35.000, 34.991, 21.02
35.000, 35.006, 17.81
35.000, 35.002, 19.66
35.000, 34.996, 20.22
35.000, 34.993, 20.21
35.000, 35.000, 18.84
35.000, 35.002, 19.20
35.000, 35.009, 18.18
35.000, 34.990, 21.72
35.000, 34.997, 19.06
35.000, 35.000, 19.20
35.000, 34.996, 20.11
35.000, 34.999, 19.31
35.000, 35.000, 19.32
35.000, 34.997, 19.89
35.000, 35.005, 18.52
35.000, 35.002, 19.56
35.000, 35.009, 18.18
35.000, 35.011, 18.53
35.000, 35.002, 20.01
35.000, 35.003, 19.08
35.000, 35.005, 18.96
25.000, 35.003, 0.00
25.000, 34.994, 0.00
25.000, 34.993, 0.00
25.000, 35.003, 0.00
25.000, 34.973, 0.00
25.000, 34.966, 0.00
25.000, 34.948, 0.00
25.000, 34.927, 0.00
25.000, 34.905, 0.00
25.000, 34.871, 0.00
25.000, 34.836, 0.00
25.000, 34.810, 0.00
25.000, 34.778, 0.00
25.000, 34.747, 0.00
25.000, 34.707, 0.00
25.000, 34.681, 0.00
25.000, 34.648, 0.00
25.000, 34.626, 0.00
25.000, 34.593, 0.00
25.000, 34.558, 0.00
25.000, 34.532, 0.00
25.000, 34.503, 0.00
25.000, 34.477, 0.00
25.000, 34.434, 0.00
25.000, 34.411, 0.00
25.000, 34.379, 0.00
25.000, 34.344, 0.00
25.000, 34.326, 0.00
25.000, 34.294, 0.00
25.000, 34.265, 0.00
25.000, 34.236, 0.00
25.000, 34.212, 0.00
25.000, 34.192, 0.00
25.000, 34.164, 0.00
25.000, 34.138, 0.00
25.000, 34.107, 0.00
25.000, 34.086, 0.00
25.000, 34.059, 0.00
25.000, 34.035, 0.00
25.000, 34.017, 0.00
25.000, 33.985, 0.00
25.000, 33.965, 0.00
25.000, 33.942, 0.00
25.000, 33.923, 0.00
25.000, 33.902, 0.00
25.000, 33.873, 0.00
25.000, 33.855, 0.00
25.000, 33.835, 0.00
25.000, 33.820, 0.00
25.000, 33.800, 0.00
25.000, 33.770, 0.00
25.000, 33.761, 0.00
25.000, 33.733, 0.00
25.000, 33.727, 0.00
25.000, 33.711, 0.00
25.000, 33.680, 0.00
25.000, 33.665, 0.00
25.000, 33.648, 0.00
25.000, 33.626, 0.00
25.000, 33.618, 0.00
25.000, 33.587, 0.00
25.000, 33.572, 0.00
25.000, 33.562, 0.00
25.000, 33.541, 0.00
25.000, 33.520, 0.00
25.000, 33.504, 0.00
25.000, 33.487, 0.00
25.000, 33.468, 0.00
25.000, 33.457, 0.00
25.000, 33.451, 0.00
25.000, 33.426, 0.00
25.000, 33.412, 0.00
25.000, 33.387, 0.00
25.000, 33.378, 0.00
25.000, 33.363, 0.00
25.000, 33.354, 0.00
25.000, 33.333, 0.00
25.000, 33.316, 0.00
25.000, 33.306, 0.00
25.000, 33.279, 0.00
25.000, 33.276, 0.00
25.000, 33.261, 0.00
25.000, 33.250, 0.00
25.000, 33.230, 0.00
25.000, 33.215, 0.00
25.000, 33.195, 0.00
25.000, 33.182, 0.00
25.000, 33.182, 0.00
25.000, 33.153, 0.00
25.000, 33.147, 0.00
