ambient_c,ambient_rh,crc16
1520226081.15,21.134,78.401,3ab3
1520226082.76,21.132,78.385,f6c5
1520226084.37,21.135,78.383,511b
1520226085.98,21.140,78.364,fbe6
1520226087.59,21.132,78.356,b0fa
1520226089.20,21.127,78.339,482e
1520226090.81,21.126,78.315,a813
1520226092.42,21.130,78.303,900c
1520226094.03,21.123,78.291,1eb0
1520226095.64,21.130,78.279,9fe1
1520226097.25,21.130,78.270,0ec8
1520226098.86,21.127,78.251,54b0
1520226100.47,21.127,78.239,7f1e
1520226102.09,21.122,78.225,c51d
1520226103.70,21.126,78.208,7dbf
1520226105.31,21.130,78.197,0470
1520226106.92,21.128,78.179,3348
1520226108.53,21.126,78.167,7fa6
1520226110.14,21.124,78.142,c6c7
1520226111.75,21.130,78.121,b84c
1520226113.36,21.122,78.093,1741
1520226114.97,21.120,78.070,8b8b
1520226116.58,21.115,78.043,8b41
1520226118.19,21.116,78.005,ef36
1520226119.80,21.111,77.987,7aad
1520226121.41,21.110,77.947,7813
1520226123.02,21.100,77.911,0c03
1520226124.63,21.098,77.885,726c
1520226126.25,21.089,77.841,db75
1520226127.86,21.096,77.812,2602
1520226129.47,21.093,77.771,d848
1520226131.08,21.088,77.733,0942
1520226132.69,21.087,77.697,48ff
1520226134.30,21.079,77.666,4ea5
1520226135.91,21.072,77.628,b500
1520226137.52,21.073,77.604,553d
1520226139.13,21.072,77.579,0384
1520226140.74,21.075,77.544,4062
1520226142.35,21.069,77.528,d1dc
1520226143.96,21.068,77.506,11a3
1520226145.57,21.065,77.490,aaa9
1520226147.18,21.063,77.460,3a5c
1520226148.79,21.061,77.442,f3da
1520226150.40,21.059,77.422,6ae2
1520226152.02,21.055,77.407,4d92
1520226153.63,21.047,77.383,65aa
1520226155.24,21.044,77.359,7ac9
1520226156.85,21.044,77.331,5167
1520226158.46,21.037,77.311,4edb
1520226160.07,21.036,77.290,a7b0
1520226161.68,21.032,77.264,f867
1520226163.29,21.022,77.248,b4aa
1520226164.90,21.018,77.235,40a8
1520226166.51,21.016,77.214,a8fa
1520226168.12,21.005,77.197,6b36
1520226169.73,21.002,77.175,af63
1520226171.34,20.998,77.162,996e
1520226172.95,20.992,77.142,6e70
1520226174.56,20.996,77.131,c8e9
1520226176.18,20.986,77.119,c4a0
1520226177.79,20.977,77.104,f9bb
1520226179.40,20.981,77.085,4f9c
1520226181.01,20.971,77.068,256a
1520226182.62,20.971,77.058,7039
1520226184.23,20.962,77.046,8190
1520226185.84,20.967,77.029,9267
1520226187.45,20.969,77.031,be4f
1520226189.06,20.965,77.015,891e
1520226190.67,20.958,77.009,0083
1520226192.28,20.959,76.984,2b94
1520226193.89,20.954,76.965,4ede
1520226195.50,20.943,76.937,bd52
1520226197.11,20.939,76.915,dba5
1520226198.72,20.933,76.893,9486
1520226200.34,20.929,76.874,bd31
1520226201.95,20.922,76.854,0dfc
1520226203.56,20.923,76.836,c0cb
1520226205.17,20.911,76.809,c695
1520226206.78,20.907,76.798,2bf5
1520226208.39,20.908,76.790,733f
1520226210.00,20.906,76.787,aef8
1520226211.61,20.904,76.782,71fb
1520226213.22,20.904,76.770,4187
1520226214.83,20.892,76.765,0f41
1520226216.44,20.887,76.741,8a3a
1520226218.05,20.894,76.727,630c
1520226219.66,20.882,76.705,4ec4
1520226221.27,20.871,76.677,9000
1520226222.88,20.863,76.661,a772
1520226224.50,20.860,76.639,11fa
1520226226.11,20.862,76.621,2c65
1520226227.72,20.856,76.606,18c9
1520226229.33,20.851,76.581,7fcf
1520226230.94,20.845,76.567,d848
1520226232.55,20.845,76.559,6cd5
1520226234.16,20.839,76.546,0e17
1520226235.77,20.824,76.531,5a20
1520226237.38,20.824,76.518,ad6b
1520226238.99,20.819,76.510,5743
1520226240.60,20.816,76.495,60bd
1520226242.21,20.807,76.481,bff8
1520226243.82,20.799,76.464,c62e
1520226245.43,20.797,76.447,0e3e
1520226247.04,20.795,76.438,e9e0
1520226248.66,20.782,76.419,b398
1520226250.27,20.768,76.400,f38b
1520226251.88,20.766,76.394,1216
1520226253.49,20.757,76.373,2b69
1520226255.10,20.752,76.373,63d7
1520226256.71,20.748,76.358,ce81
1520226258.32,20.750,76.349,1868
1520226259.93,20.742,76.335,24f6
1520226261.54,20.734,76.330,4533
1520226263.15,20.733,76.314,a4cd
1520226264.76,20.715,76.284,6fc9
1520226266.37,20.710,76.261,54dd
1520226267.98,20.703,76.242,218a
1520226269.59,20.690,76.212,bb93
1520226271.20,20.703,76.193,1ea7
1520226272.82,20.677,76.170,dc48
1520226274.43,20.681,76.146,f142
1520226276.04,20.681,76.148,108c
1520226277.65,20.671,76.129,325f
1520226279.26,20.670,76.128,65ad
1520226280.87,20.652,76.114,b8b3
1520226282.48,20.664,76.096,8be7
1520226284.09,20.660,76.077,b7a4
1520226285.70,20.652,76.071,7580
1520226287.31,20.654,76.068,5753
1520226288.93,20.648,76.069,bde6
1520226290.54,20.646,76.063,82bd
1520226292.14,20.631,76.053,a15d
1520226293.75,20.642,76.050,e8e0
1520226295.36,20.636,76.047,15f0
1520226296.98,20.636,76.039,6da9
1520226298.59,20.623,76.029,fd05
1520226300.20,20.618,76.015,9231
1520226301.81,20.607,76.001,d365
1520226303.42,20.615,75.985,0e8e
1520226305.03,20.610,75.985,4630
1520226306.64,20.593,75.973,668d
1520226308.25,20.595,75.963,d577
1520226309.86,20.591,75.957,cfcd
1520226311.47,20.588,75.950,0d00
1520226313.09,20.581,75.942,477a
1520226314.70,20.583,75.941,f8bf
1520226316.31,20.584,75.939,2738
1520226317.92,20.581,75.932,deed
1520226319.52,20.583,75.932,514b
1520226321.14,20.583,75.926,22fe
1520226322.75,20.584,75.917,a094
1520226324.36,20.585,75.922,e2b1
1520226325.97,20.575,75.912,2fb6
1520226327.58,20.571,75.899,2f29
1520226329.19,20.572,75.887,35a3
1520226330.80,20.572,75.875,05df
1520226332.41,20.568,75.856,2981
1520226334.02,20.561,75.841,335e
1520226335.63,20.560,75.835,ad9e
1520226337.25,20.564,75.823,f104
1520226338.86,20.551,75.809,53d6
1520226340.47,20.551,75.798,d55e
1520226342.08,20.540,75.783,fbf4
1520226343.69,20.542,75.768,e636
1520226345.30,20.542,75.754,72e9
1520226346.91,20.540,75.738,9665
1520226348.52,20.537,75.723,628c
1520226350.13,20.526,75.713,9b2f
1520226351.74,20.517,75.703,c289
1520226353.35,20.514,75.688,050e
1520226354.96,20.513,75.662,4053
1520226356.57,20.517,75.648,8816
1520226358.18,20.516,75.635,87ff
1520226359.79,20.504,75.621,90cf
1520226361.41,20.512,75.615,eef0
1520226363.02,20.500,75.598,8b21
1520226364.63,20.498,75.585,dafe
1520226366.24,20.496,75.574,44f0
1520226367.85,20.496,75.573,3417
1520226369.46,20.492,75.563,084b
1520226371.07,20.481,75.552,6e6f
1520226372.68,20.482,75.549,2440
1520226374.29,20.482,75.544,f5ed
1520226375.90,20.469,75.535,d983
1520226377.51,20.462,75.513,0988
1520226379.12,20.466,75.514,7602
1520226380.73,20.459,75.497,0c7e
1520226382.34,20.457,75.491,f2a9
1520226383.95,20.458,75.491,2b6b
1520226385.57,20.453,75.475,9e4f
1520226387.18,20.457,75.458,26ed
1520226388.79,20.458,75.444,0d92
1520226390.40,20.451,75.434,cd0c
1520226392.01,20.437,75.401,12b9
1520226393.62,20.437,75.388,8fa9
1520226395.23,20.439,75.377,f069
1520226396.84,20.434,75.363,d5b8
1520226398.45,20.431,75.360,ad65
1520226400.06,20.434,75.342,a3fb
1520226401.67,20.429,75.330,a769
1520226403.28,20.426,75.311,08e8
1520226404.89,20.416,75.304,4638
1520226406.50,20.416,75.288,392d
1520226408.11,20.411,75.264,1cb6
1520226409.72,20.412,75.245,a280
1520226411.34,20.399,75.236,e8de
1520226412.95,20.398,75.223,cc99
1520226414.56,20.394,75.210,b81e
1520226416.17,20.387,75.205,f8dc
1520226417.78,20.380,75.185,ef3d
1520226419.39,20.382,75.181,201f
1520226421.00,20.368,75.170,c20b
1520226422.61,20.378,75.167,6afe
1520226424.22,20.375,75.166,2cbb
1520226425.83,20.372,75.161,9b44
1520226427.44,20.375,75.168,cd75
1520226429.05,20.380,75.172,8fe4
1520226430.66,20.376,75.171,a718
1520226432.27,20.372,75.197,ebbc
1520226433.88,20.371,75.218,02df
1520226435.50,20.370,75.242,1bb3
1520226437.11,20.371,75.265,4ae5
1520226438.72,20.367,75.294,2112
1520226440.33,20.379,75.319,3b14
1520226441.94,20.376,75.339,84b4
1520226443.55,20.376,75.353,8f58
1520226445.16,20.375,75.370,112c
1520226446.77,20.368,75.395,dfc1
1520226448.38,20.378,75.418,e976
1520226449.99,20.372,75.444,4673
1520226451.60,20.384,75.471,5b1a
1520226453.21,20.391,75.505,16a4
1520226454.82,20.386,75.521,1c79
1520226456.43,20.398,75.557,901a
1520226458.04,20.406,75.577,b64f
1520226459.66,20.410,75.599,1f66
1520226461.27,20.406,75.629,f124
1520226462.88,20.416,75.653,22da
1520226464.49,20.415,75.676,dc68
1520226466.10,20.414,75.698,597a
1520226467.71,20.419,75.722,459e
1520226469.32,20.416,75.730,8f2f
1520226470.93,20.411,75.739,d91e
1520226472.54,20.423,75.759,d15a
1520226474.15,20.412,75.764,3f33
1520226475.76,20.415,75.785,cb05
1520226477.37,20.410,75.800,7686
1520226478.98,20.414,75.818,cbd2
1520226480.59,20.408,75.834,96a8
1520226482.20,20.415,75.845,a259
1520226483.82,20.414,75.861,c36c
1520226485.43,20.412,75.887,006e
1520226487.04,20.414,75.902,6e99
1520226488.65,20.416,75.940,0db9
1520226490.26,20.422,75.960,49f2
1520226491.87,20.419,75.981,8137
1520226493.48,20.414,76.006,5e5e
1520226495.09,20.422,76.026,95b3
1520226496.70,20.427,76.034,ce7e
1520226498.31,20.420,76.058,624c
1520226499.92,20.425,76.075,9d3d
1520226501.53,20.426,76.098,a7ea
1520226503.14,20.427,76.119,4e81
1520226504.75,20.441,76.140,fa1e
1520226506.36,20.438,76.158,a085
1520226507.98,20.439,76.188,910a
1520226509.59,20.450,76.211,e06a
1520226511.20,20.446,76.215,cb06
1520226512.81,20.451,76.231,c1db
1520226514.42,20.450,76.253,0cec
1520226516.03,20.458,76.277,34d0
1520226517.64,20.458,76.291,7719
1520226519.25,20.469,76.312,9374
1520226520.86,20.467,76.336,2b83
1520226522.47,20.471,76.348,3832
1520226524.08,20.484,76.362,2ff0
1520226525.69,20.470,76.368,1983
1520226527.30,20.475,76.378,620c
1520226528.91,20.477,76.381,6cbd
1520226530.52,20.485,76.394,18db
1520226532.14,20.485,76.408,e65f
1520226533.75,20.490,76.411,e7da
1520226535.36,20.486,76.412,bc51
1520226536.97,20.488,76.416,62c4
1520226538.58,20.489,76.417,3536
1520226540.19,20.489,76.434,6337
1520226541.80,20.497,76.448,4e1e
1520226543.41,20.500,76.460,c3f5
1520226545.02,20.508,76.468,5c27
1520226546.63,20.504,76.489,7ebe
1520226548.24,20.510,76.507,c5a7
1520226549.85,20.518,76.518,19a3
1520226551.46,20.514,76.534,affa
1520226553.07,20.516,76.556,aab8
1520226554.68,20.516,76.571,bc3d
1520226556.30,20.522,76.603,7e91
1520226557.91,20.529,76.625,ae9a
1520226559.52,20.520,76.651,2e80
1520226561.13,20.520,76.682,68bf
1520226562.74,20.520,76.703,c607
1520226564.35,20.524,76.733,9c39
1520226565.96,20.530,76.754,a236
1520226567.57,20.529,76.766,650d
1520226569.18,20.524,76.787,0047
1520226570.79,20.528,76.801,d4ae
1520226572.41,20.529,76.815,e0c8
1520226574.01,20.537,76.831,b31c
1520226575.62,20.528,76.847,78ac
1520226577.23,20.538,76.870,b63b
1520226578.84,20.534,76.886,d774
1520226580.46,20.530,76.895,db4b
1520226582.07,20.533,76.908,4f3b
1520226583.68,20.538,76.928,fff6
1520226585.29,20.542,76.933,5d7b
1520226586.90,20.544,76.946,1482
1520226588.51,20.547,76.951,9f21
1520226590.12,20.549,76.976,17b5
1520226591.73,20.548,76.996,7369
1520226593.34,20.553,77.013,a329
1520226594.95,20.552,77.035,e25e
1520226596.57,20.556,77.047,54e6
1520226598.18,20.561,77.064,e8bb
1520226599.79,20.556,77.076,1194
1520226601.40,20.571,77.069,d235
1520226603.01,20.569,77.086,f52c
1520226604.61,20.573,77.092,fcc6
1520226606.23,20.579,77.101,d071
1520226607.84,20.583,77.102,e93a
1520226609.45,20.575,77.115,b273
1520226611.06,20.580,77.116,52fa
1520226612.67,20.592,77.122,23a8
1520226614.28,20.592,77.134,705f
1520226615.89,20.593,77.142,cedd
1520226617.50,20.593,77.142,cedd
1520226619.11,20.595,77.149,ff7d
1520226620.72,20.595,77.161,1817
1520226622.34,20.599,77.165,4924
1520226623.95,20.593,77.169,19d4
1520226625.56,20.604,77.177,7f20
1520226627.17,20.597,77.183,94fc
1520226628.78,20.606,77.184,d0db
1520226630.39,20.610,77.197,b861
1520226632.00,20.611,77.212,7fee
1520226633.61,20.620,77.237,23be
1520226635.22,20.622,77.259,e770
1520226636.83,20.624,77.274,d074
1520226638.44,20.630,77.281,74a1
1520226640.05,20.622,77.296,53f2
1520226641.66,20.630,77.303,ea7a
1520226643.27,20.631,77.301,8deb
1520226644.88,20.632,77.314,260a
1520226646.50,20.638,77.325,f204
1520226648.11,20.628,77.326,2944
1520226649.72,20.634,77.347,6957
1520226651.33,20.636,77.359,340e
1520226652.94,20.651,77.379,cffc
1520226654.55,20.651,77.386,2e2d
1520226656.16,20.655,77.403,7ddc
1520226657.77,20.659,77.414,2fbd
1520226659.38,20.659,77.425,6acf
1520226660.99,20.662,77.439,6399
1520226662.60,20.666,77.438,7cd5
1520226664.21,20.674,77.449,91e6
1520226665.82,20.674,77.447,7028
1520226667.43,20.682,77.456,4ba7
1520226669.04,20.681,77.463,8624
1520226670.66,20.682,77.463,4e51
1520226672.27,20.677,77.467,de3f
1520226673.88,20.687,77.470,05bd
1520226675.49,20.689,77.480,8b92
1520226677.10,20.701,77.484,9376
1520226678.71,20.698,77.485,77c7
1520226680.32,20.699,77.491,43a1
1520226681.93,20.707,77.493,506b
1520226683.54,20.705,77.504,2282
1520226685.15,20.698,77.525,af3c
1520226686.76,20.705,77.532,1717
1520226688.37,20.706,77.544,2633
1520226689.98,20.707,77.552,3217
1520226691.59,20.710,77.556,5ea8
1520226693.20,20.706,77.569,91fc
1520226694.82,20.713,77.578,1171
1520226696.43,20.717,77.583,bf49
1520226698.04,20.713,77.601,409f
1520226699.65,20.713,77.611,73ae
1520226701.26,20.715,77.615,b3e1
1520226702.87,20.714,77.642,7b20
1520226704.48,20.713,77.659,3e62
1520226706.09,20.722,77.675,f31b
1520226707.70,20.715,77.688,d8d4
1520226709.31,20.717,77.714,1b56
1520226710.92,20.721,77.722,834c
1520226712.53,20.721,77.738,1137
1520226714.14,20.732,77.746,4a38
1520226715.75,20.736,77.746,4555
1520226717.36,20.733,77.746,0deb
1520226718.98,20.737,77.741,7261
1520226720.59,20.733,77.731,e49b
1520226722.20,20.738,77.736,42d3
1520226723.81,20.744,77.739,1320
1520226725.42,20.746,77.751,b728
1520226727.03,20.740,77.748,95fb
1520226728.64,20.752,77.751,5366
1520226730.25,20.749,77.746,2d3c
1520226731.86,20.754,77.745,a018
1520226733.47,20.757,77.735,f1fa
1520226735.08,20.756,77.739,77a5
1520226736.69,20.754,77.744,b039
1520226738.30,20.764,77.746,bd3f
1520226739.91,20.762,77.762,1b12
1520226741.52,20.766,77.765,6498
1520226743.14,20.761,77.781,c00b
1520226744.75,20.761,77.795,b3be
1520226746.36,20.766,77.798,a50b
1520226747.97,20.777,77.819,bc42
1520226749.58,20.781,77.832,73d4
1520226751.19,20.788,77.845,c3ad
1520226752.80,20.780,77.848,0cda
1520226754.41,20.792,77.859,4b4f
1520226756.02,20.791,77.875,24d4
1520226757.63,20.791,77.878,f579
1520226759.24,20.786,77.879,c963
1520226760.85,20.797,77.899,469c
1520226762.46,20.804,77.898,0aa5
1520226764.07,20.800,77.910,3a59
1520226765.68,20.805,77.912,52a5
1520226767.30,20.801,77.919,eca3
1520226768.91,20.804,77.922,4025
1520226770.52,20.805,77.926,4772
1520226772.13,20.809,77.943,acc6
1520226773.74,20.817,77.950,daa6
1520226775.35,20.815,77.961,1072
1520226776.96,20.816,77.975,abb2
1520226778.57,20.815,77.979,a24b
1520226780.18,20.819,77.988,b3e3
1520226781.79,20.819,78.009,d103
1520226783.40,20.825,78.023,2ad8
1520226785.01,20.824,78.043,c7ad
1520226786.62,20.825,78.060,d67f
1520226788.23,20.825,78.074,a5ca
1520226789.84,20.824,78.090,8192
1520226791.46,20.825,78.106,2b2f
1520226793.07,20.825,78.118,f9d0
1520226794.68,20.825,78.132,3ef8
1520226796.29,20.825,78.148,0625
1520226797.90,20.827,78.159,aa93
1520226799.51,20.828,78.178,0512
1520226801.12,20.832,78.187,9e9c
1520226802.73,20.829,78.201,132f
1520226804.34,20.835,78.218,4ba3
1520226805.95,20.836,78.229,c6a4
1520226807.56,20.832,78.227,2807
1520226809.17,20.843,78.232,bdeb
1520226810.78,20.840,78.215,631b
1520226812.39,20.844,78.215,6c76
1520226814.00,20.849,78.205,0923
1520226815.62,20.847,78.202,e7d5
1520226817.23,20.848,78.193,cdfe
1520226818.84,20.851,78.181,6ca7
1520226820.45,20.856,78.176,cb66
1520226822.06,20.854,78.173,1465
1520226823.67,20.856,78.171,bb81
1520226825.28,20.866,78.183,a6b9
1520226826.89,20.855,78.188,f2e3
1520226828.50,20.862,78.194,ea02
1520226830.11,20.864,78.202,e9c7
1520226831.72,20.862,78.216,1ab9
1520226833.33,20.856,78.231,2e15
1520226834.94,20.863,78.253,c10b
1520226836.55,20.864,78.264,23a7
1520226838.16,20.859,78.296,68fb
1520226839.77,20.859,78.321,f3d6
1520226841.39,20.868,78.344,6342
1520226843.00,20.862,78.351,91aa
1520226844.61,20.867,78.375,fff2
1520226846.22,20.871,78.382,f4c3
1520226847.83,20.866,78.388,79b2
1520226849.44,20.872,78.398,aecd
1520226851.05,20.867,78.407,c3b7
1520226852.66,20.874,78.423,c607
1520226854.27,20.870,78.438,4b30
1520226855.88,20.875,78.450,2820
1520226857.49,20.874,78.472,29d3
1520226859.10,20.872,78.496,ca93
1520226860.71,20.879,78.513,f200
1520226862.32,20.880,78.536,059a
1520226863.93,20.876,78.546,8492
1520226865.55,20.874,78.555,0866
1520226867.16,20.874,78.565,5d35
1520226868.77,20.878,78.575,7fb3
1520226870.38,20.888,78.579,266b
1520226871.99,20.884,78.588,37c3
1520226873.60,20.887,78.587,0e59
1520226875.21,20.891,78.576,65ae
1520226876.82,20.896,78.587,a2a9
1520226878.43,20.894,78.583,6d8b
1520226880.04,20.894,78.594,2e5d
1520226881.66,20.899,78.585,5b29
1520226883.27,20.891,78.596,46a1
1520226884.88,20.894,78.599,fff0
1520226886.49,20.891,78.590,2667
1520226888.09,20.910,78.595,77ab
1520226889.71,20.900,78.593,fc4e
1520226891.32,20.904,78.589,6158
1520226892.93,20.910,78.594,678a
1520226894.54,20.918,78.594,7950
1520226896.15,20.913,78.591,ff5a
1520226897.76,20.908,78.594,9273
1520226899.37,20.913,78.608,8dbb
1520226900.98,20.917,78.611,20ce
1520226902.59,20.908,78.619,9327
1520226904.20,20.910,78.628,23ac
1520226905.82,20.919,78.630,c89c
1520226907.43,20.915,78.638,5823
1520226909.04,20.918,78.638,0e47
1520226910.65,20.923,78.636,1462
1520226912.26,20.923,78.634,3420
1520226913.87,20.925,78.643,5d9b
1520226915.48,20.929,78.635,b57d
1520226917.09,20.929,78.649,ed66
1520226918.70,20.933,78.662,4030
1520226920.31,20.933,78.670,5343
1520226921.92,20.922,78.681,ffac
1520226923.53,20.931,78.689,5df2
1520226925.14,20.935,78.706,1de9
1520226926.75,20.939,78.712,7feb
1520226928.36,20.933,78.720,9b86
1520226929.98,20.937,78.735,f77f
1520226931.59,20.935,78.739,b955
1520226933.20,20.941,78.743,3f4e
1520226934.81,20.933,78.747,41c7
1520226936.42,20.942,78.742,e71a
1520226938.03,20.945,78.731,89f6
1520226939.64,20.946,78.730,51a2
1520226941.25,20.946,78.723,52f0
1520226942.86,20.951,78.710,1bfb
1520226944.47,20.942,78.706,6b5a
1520226946.08,20.947,78.712,5051
1520226947.69,20.950,78.720,097b
1520226949.30,20.949,78.730,8860
1520226950.91,20.957,78.745,3460
1520226952.52,20.950,78.749,32f4
1520226954.14,20.959,78.772,8fc5
1520226955.75,20.958,78.780,f86a
1520226957.36,20.959,78.793,bceb
1520226958.97,20.962,78.802,c188
1520226960.58,20.966,78.816,bd50
1520226962.19,20.962,78.826,e76e
1520226963.80,20.954,78.834,5992
1520226965.41,20.959,78.846,b623
1520226967.02,20.961,78.858,5742
1520226968.63,20.961,78.868,0211
1520226970.24,20.959,78.867,c060
1520226971.85,20.958,78.868,765c
1520226973.46,20.978,78.883,225f
1520226975.07,20.980,78.893,97e0
1520226976.68,20.969,78.894,cd79
1520226978.30,20.976,78.896,dfda
1520226979.91,20.970,78.890,3fd7
1520226981.52,20.971,78.895,28a1
1520226983.13,20.969,78.897,fd1a
1520226984.74,20.978,78.895,71a8
1520226986.35,20.976,78.895,efb9
1520226987.96,20.978,78.891,312c
1520226989.57,20.982,78.889,8a3d
1520226991.18,20.980,78.875,d429
1520226992.79,20.977,78.871,cbe1
1520226994.40,20.989,78.879,4cac
1520226996.01,20.986,78.859,f30c
1520226997.62,20.989,78.844,c852
1520226999.23,20.990,78.839,3242
1520227000.84,20.990,78.835,f3ce
1520227002.46,20.996,78.825,4034
1520227004.07,20.990,78.829,0173
1520227005.68,20.992,78.816,2a69
1520227007.29,20.997,78.812,2253
1520227008.90,20.998,78.805,b847
1520227010.51,21.002,78.802,bd7b
1520227012.12,21.002,78.806,fdff
1520227013.73,21.006,78.800,9254
1520227015.34,21.009,78.794,9dbb
1520227016.95,21.013,78.781,8470
1520227018.56,21.012,78.762,d0cf
1520227020.17,21.017,78.748,5f59
1520227021.78,21.018,78.716,98a0
