isothermal_c,isothermal_rh,crc16
1520231292.81,29.423,63.196,4780
1520231293.41,29.416,63.188,f085
1520231294.02,29.416,63.196,227a
1520231294.62,29.416,63.206,c1b2
1520231295.22,29.398,63.199,7881
1520231295.83,29.409,63.191,607c
1520231296.43,29.409,63.201,83b4
1520231297.04,29.402,63.191,b6d3
1520231297.64,29.413,63.199,9b2b
1520231298.24,29.402,63.194,e676
1520231298.85,29.409,63.204,d311
1520231299.45,29.405,63.201,9203
1520231300.05,29.402,63.188,14cb
1520231300.66,29.413,63.201,f9eb
1520231301.26,29.398,63.188,5b91
1520231301.87,29.395,63.183,bc9e
1520231302.47,29.395,63.196,df0a
1520231303.08,29.391,63.191,a080
1520231303.68,29.398,63.183,eafa
1520231304.29,29.391,63.194,f025
1520231304.89,29.398,63.194,a92c
1520231305.49,29.395,63.191,afed
1520231306.10,29.391,63.188,0298
1520231306.70,29.395,63.191,afed
1520231307.30,29.395,63.191,afed
1520231307.91,29.388,63.183,01d9
1520231308.51,29.384,63.194,53b8
1520231309.12,29.377,63.196,23db
1520231309.72,29.388,63.183,01d9
1520231310.32,29.380,63.196,7c97
1520231310.93,29.384,63.194,53b8
1520231311.53,29.366,63.196,8f2b
1520231312.14,29.384,63.186,40cb
1520231312.74,29.380,63.186,4fa6
1520231313.35,29.384,63.186,40cb
1520231313.95,29.370,63.183,8757
1520231314.55,29.384,63.186,40cb
1520231315.16,29.377,63.183,404f
1520231315.76,29.366,63.181,ccfd
1520231316.37,29.380,63.181,3f41
1520231316.97,29.366,63.181,ccfd
1520231317.57,29.377,63.173,5071
1520231318.18,29.370,63.186,d7f2
1520231318.78,29.373,63.196,2cb6
1520231319.38,29.363,63.181,8443
1520231319.99,29.370,63.188,363c
1520231320.59,29.370,63.183,8757
1520231321.20,29.359,63.176,58a2
1520231321.80,29.359,63.176,58a2
1520231322.41,29.370,63.178,2602
1520231323.01,29.359,63.168,8a5d
1520231323.62,29.370,63.181,a715
1520231324.22,29.363,63.181,8443
1520231324.82,29.359,63.181,387b
1520231325.43,29.352,63.173,dea8
1520231326.03,29.355,63.176,4915
1520231326.63,29.359,63.168,8a5d
1520231327.24,29.352,63.183,ce96
1520231327.84,29.348,63.176,f452
1520231328.45,29.359,63.176,58a2
1520231329.05,29.363,63.173,b43f
1520231329.65,29.352,63.173,dea8
1520231330.26,29.341,63.163,cecf
1520231330.86,29.352,63.173,dea8
1520231331.47,29.334,63.173,04eb
1520231332.07,29.359,63.171,2845
1520231332.68,29.334,63.160,07b9
1520231333.28,29.345,63.158,259a
1520231333.88,29.348,63.163,97c6
1520231334.49,29.338,63.173,155c
1520231335.09,29.352,63.166,bd3c
1520231335.70,29.348,63.166,c763
1520231336.30,29.338,63.160,160e
1520231336.90,29.330,63.168,89dc
1520231337.51,29.341,63.163,cecf
1520231338.11,29.345,63.150,a492
1520231338.71,29.334,63.163,37da
1520231339.32,29.334,63.163,37da
1520231339.92,29.323,63.158,ffd9
1520231340.53,29.334,63.153,6289
1520231341.13,29.323,63.158,ffd9
1520231341.74,29.334,63.160,07b9
1520231342.34,29.330,63.160,08d4
1520231342.95,29.316,63.155,4b8e
1520231343.55,29.334,63.158,d3e2
1520231344.15,29.327,63.145,1228
1520231344.76,29.323,63.153,4eb2
1520231345.36,29.309,63.155,796f
1520231345.96,29.320,63.153,86c7
1520231346.57,29.320,63.148,049d
1520231347.17,29.323,63.140,4de0
1520231347.78,29.323,63.153,4eb2
1520231348.38,29.316,63.155,4b8e
1520231348.98,29.316,63.155,4b8e
1520231349.59,29.323,63.140,4de0
1520231350.19,29.302,63.140,cc54
1520231350.80,29.320,63.140,8595
1520231351.40,29.312,63.148,a67f
1520231352.01,29.309,63.145,4a5e
1520231352.61,29.302,63.155,afc0
1520231353.21,29.309,63.155,796f
1520231353.82,29.309,63.153,19a9
1520231354.42,29.309,63.135,d3c9
1520231355.03,29.312,63.143,1714
1520231355.63,29.302,63.148,4d5c
1520231356.23,29.305,63.150,387d
1520231356.84,29.305,63.155,68d8
1520231357.44,29.312,63.150,1446
1520231358.04,29.298,63.148,71b9
1520231358.65,29.305,63.145,5be9
1520231359.25,29.309,63.143,2a98
1520231359.86,29.302,63.153,cf06
1520231360.46,29.305,63.148,8a44
1520231361.07,29.298,63.145,a014
1520231361.67,29.295,63.140,a6d5
1520231362.28,29.284,63.143,3a46
1520231362.88,29.302,63.135,0566
1520231363.48,29.298,63.138,e82e
1520231364.09,29.302,63.145,9cf1
1520231364.69,29.291,63.145,f91d
1520231365.29,29.280,63.143,352b
1520231365.90,29.277,63.138,429b
1520231366.50,29.287,63.143,f233
1520231367.11,29.270,63.148,1c14
1520231367.71,29.280,63.138,1dd7
1520231368.31,29.277,63.148,db0c
1520231368.92,29.284,63.132,b3f0
1520231369.52,29.273,63.132,ecbc
1520231370.13,29.270,63.138,8583
1520231370.73,29.273,63.140,5569
1520231371.34,29.277,63.135,9336
1520231371.94,29.273,63.135,9c5b
1520231372.54,29.280,63.138,1dd7
1520231373.15,29.270,63.138,8583
1520231373.75,29.277,63.130,c393
1520231374.36,29.277,63.130,c393
1520231374.96,29.266,63.138,ee6b
1520231375.56,29.266,63.130,6f63
1520231376.17,29.270,63.138,8583
1520231376.77,29.277,63.132,e3d1
1520231377.37,29.262,63.132,404c
1520231377.98,29.262,63.138,e106
1520231378.58,29.270,63.125,671f
1520231379.19,29.273,63.132,ecbc
1520231379.79,29.266,63.130,6f63
1520231380.40,29.262,63.125,039a
1520231381.00,29.262,63.135,30ab
1520231381.61,29.266,63.132,4f21
1520231382.21,29.255,63.125,e9c6
1520231382.81,29.255,63.135,daf7
1520231383.42,29.255,63.125,e9c6
1520231384.02,29.262,63.130,600e
1520231384.62,29.252,63.127,0e9c
1520231385.23,29.255,63.115,bc95
1520231385.83,29.259,63.125,f871
1520231386.44,29.259,63.120,a8d4
1520231387.04,29.262,63.125,039a
1520231387.64,29.252,63.117,5bcf
1520231388.25,29.259,63.125,f871
1520231388.85,29.255,63.125,e9c6
1520231389.46,29.255,63.117,9cd7
1520231390.06,29.252,63.120,7e7b
1520231390.67,29.262,63.127,23d8
1520231391.27,29.241,63.110,087e
1520231391.88,29.255,63.120,b963
1520231392.48,29.245,63.117,77f4
1520231393.08,29.245,63.117,77f4
1520231393.69,29.245,63.112,2751
1520231394.29,29.241,63.115,58db
1520231394.89,29.248,63.122,2466
1520231395.50,29.241,63.110,087e
1520231396.10,29.245,63.102,1460
1520231396.70,29.234,63.112,d129
1520231397.31,29.227,63.110,d23d
1520231397.91,29.237,63.112,195c
1520231398.52,29.241,63.117,7899
1520231399.12,29.237,63.117,49f9
1520231399.73,29.234,63.112,d129
1520231400.33,29.237,63.117,49f9
1520231400.94,29.230,63.107,bdd0
1520231401.54,29.223,63.110,dd50
1520231402.14,29.237,63.110,391e
1520231402.75,29.227,63.110,d23d
1520231403.35,29.230,63.115,aea3
1520231403.95,29.234,63.105,92ff
1520231404.56,29.230,63.097,3078
1520231405.16,29.220,63.102,0656
1520231405.77,29.209,63.097,4435
1520231406.37,29.220,63.105,76b1
1520231406.97,29.230,63.102,ed75
1520231407.58,29.220,63.105,76b1
1520231408.18,29.216,63.110,b8aa
1520231408.79,29.241,63.102,1b0d
1520231409.39,29.220,63.099,3a95
1520231410.00,29.198,63.105,dd1f
1520231410.60,29.205,63.099,b44c
1520231411.21,29.223,63.105,bec4
1520231411.81,29.216,63.105,db3e
1520231412.41,29.223,63.099,f2e0
1520231413.02,29.220,63.099,3a95
1520231413.62,29.223,63.105,bec4
1520231414.22,29.205,63.102,888f
1520231414.83,29.212,63.110,b7c7
1520231415.43,29.209,63.094,7456
1520231416.03,29.202,63.097,929a
1520231416.64,29.209,63.087,7704
1520231417.24,29.202,63.102,4f97
1520231417.85,29.198,63.089,a20a
1520231418.45,29.216,63.105,db3e
1520231419.06,29.195,63.097,2691
1520231419.66,29.205,63.102,888f
1520231420.27,29.191,63.092,7959
1520231420.87,29.198,63.094,4096
1520231421.47,29.191,63.099,c832
1520231422.08,29.202,63.094,a2f9
1520231422.68,29.191,63.087,1acd
1520231423.29,29.195,63.089,f46e
1520231423.89,29.195,63.097,2691
1520231424.49,29.205,63.087,66b3
1520231425.10,29.195,63.087,15a0
1520231425.70,29.187,63.092,12b1
1520231426.30,29.187,63.094,7277
1520231426.91,29.177,63.092,8ae5
1520231427.51,29.184,63.092,dac4
1520231428.12,29.180,63.087,b63d
1520231428.72,29.187,63.097,4214
1520231429.33,29.198,63.084,73a7
1520231429.93,29.180,63.084,865e
1520231430.54,29.180,63.077,a603
1520231431.14,29.195,63.084,25c3
1520231431.74,29.184,63.087,b950
1520231432.35,29.180,63.084,865e
1520231432.95,29.180,63.087,b63d
1520231433.55,29.173,63.082,b6b9
1520231434.16,29.169,63.074,bc1e
1520231434.76,29.184,63.084,8933
1520231435.37,29.169,63.077,8c7d
1520231435.97,29.169,63.082,cce6
1520231436.57,29.180,63.092,d5a9
1520231437.18,29.166,63.074,65dc
1520231437.78,29.187,63.089,90eb
1520231438.39,29.166,63.077,55bf
1520231438.99,29.166,63.089,a44f
1520231439.60,29.173,63.071,96e4
1520231440.20,29.159,63.082,e1a2
1520231440.80,29.155,63.084,90d3
1520231441.41,29.159,63.079,40f7
1520231442.01,29.177,63.082,b9d4
1520231442.62,29.166,63.077,55bf
1520231443.22,29.159,63.084,8164
1520231443.82,29.173,63.077,f622
1520231444.43,29.162,63.082,1a49
1520231445.03,29.169,63.077,8c7d
1520231445.63,29.166,63.082,1524
1520231446.24,29.155,63.071,d048
1520231446.84,29.144,63.079,fdb0
1520231447.45,29.152,63.079,9658
1520231448.05,29.166,63.079,b471
1520231448.66,29.166,63.077,55bf
1520231449.26,29.152,63.084,57cb
1520231449.87,29.152,63.077,7796
1520231450.47,29.144,63.074,2c1d
1520231451.07,29.162,63.074,6ab1
1520231451.68,29.148,63.071,6d0f
1520231452.28,29.155,63.074,80ed
1520231452.88,29.148,63.077,0dc9
1520231453.49,29.152,63.069,a569
1520231454.09,29.144,63.069,ce81
1520231454.70,29.148,63.056,7b8a
1520231455.30,29.148,63.071,6d0f
1520231455.90,29.155,63.082,f015
1520231456.51,29.148,63.064,0e9b
1520231457.11,29.137,63.066,46b0
1520231457.72,29.141,63.074,64a3
1520231458.32,29.134,63.061,fe22
1520231458.93,29.137,63.066,46b0
1520231459.53,29.137,63.071,0566
1520231460.13,29.137,63.071,0566
1520231460.74,29.134,63.074,9db6
1520231461.34,29.141,63.074,64a3
1520231461.95,29.130,63.066,81a8
1520231462.55,29.134,63.069,7f2a
1520231463.15,29.137,63.071,0566
1520231463.76,29.134,63.056,db96
1520231464.36,29.134,63.064,ae87
1520231464.96,29.127,63.077,8e83
1520231465.57,29.127,63.077,8e83
1520231466.17,29.127,63.066,ad93
1520231466.78,29.134,63.069,7f2a
1520231467.38,29.134,63.082,ed4e
1520231467.99,29.130,63.064,a1ea
1520231468.59,29.130,63.064,a1ea
1520231469.20,29.116,63.061,b7e3
1520231469.80,29.119,63.071,5d10
1520231470.40,29.130,63.061,f14f
1520231471.01,29.112,63.066,c869
1520231471.61,29.119,63.066,1ec6
1520231472.21,29.119,63.054,6bd7
1520231472.82,29.123,63.056,f7ad
1520231473.42,29.112,63.056,9d3a
1520231474.03,29.116,63.054,b215
1520231474.63,29.127,63.061,dd74
1520231475.23,29.116,63.064,e746
1520231475.84,29.119,63.054,6bd7
1520231476.44,29.116,63.061,b7e3
1520231477.05,29.112,63.074,db1a
1520231477.65,29.105,63.064,c410
1520231478.26,29.109,63.059,5159
1520231478.86,29.105,63.046,8230
1520231479.47,29.112,63.054,bd78
1520231480.07,29.112,63.064,e82b
1520231480.67,29.109,63.056,a0b6
1520231481.28,29.109,63.054,80f4
1520231481.88,29.105,63.061,94b5
1520231482.48,29.105,63.059,40ee
1520231483.09,29.105,63.061,94b5
1520231483.69,29.098,63.043,2968
1520231484.29,29.109,63.046,9387
1520231484.90,29.109,63.054,80f4
1520231485.50,29.105,63.061,94b5
1520231486.11,29.112,63.054,bd78
1520231486.71,29.102,63.051,06fe
1520231487.32,29.091,63.054,33b7
1520231487.92,29.094,63.046,687a
1520231488.53,29.094,63.046,687a
1520231489.13,29.098,63.061,6f48
1520231489.73,29.084,63.054,902a
1520231490.34,29.098,63.054,6abe
1520231490.94,29.098,63.056,4afc
1520231491.54,29.098,63.051,3a1b
1520231492.15,29.084,63.049,72b6
1520231492.75,29.098,63.043,2968
1520231493.36,29.087,63.046,4b2c
1520231493.96,29.087,63.043,1b89
1520231494.56,29.087,63.041,3bcb
1520231495.17,29.094,63.043,38df
1520231495.77,29.091,63.036,b953
1520231496.38,29.080,63.041,fcd3
1520231496.98,29.073,63.049,2dfa
1520231497.59,29.084,63.038,fb00
1520231498.19,29.080,63.046,8c34
1520231498.79,29.077,63.038,ab21
1520231499.40,29.077,63.043,83dd
1520231500.00,29.080,63.046,8c34
1520231500.61,29.073,63.043,8cb0
1520231501.21,29.084,63.051,c08f
1520231501.81,29.084,63.038,fb00
1520231502.42,29.077,63.041,a39f
1520231503.02,29.080,63.043,dc91
1520231503.62,29.073,63.041,acf2
1520231504.23,29.073,63.038,a44c
1520231504.83,29.069,63.041,d6ad
1520231505.44,29.066,63.046,7f88
1520231506.04,29.073,63.038,a44c
1520231506.65,29.062,63.031,9995
1520231507.25,29.073,63.028,977d
1520231507.86,29.080,63.038,f46d
1520231508.46,29.077,63.031,3a08
1520231509.06,29.062,63.049,810a
1520231509.67,29.073,63.033,1527
1520231510.27,29.066,63.031,96f8
1520231510.87,29.066,63.036,e61f
1520231511.48,29.066,63.036,e61f
1520231512.08,29.062,63.041,0002
1520231512.69,29.069,63.036,3fdd
1520231513.29,29.059,63.041,fbe9
1520231513.89,29.073,63.033,1527
1520231514.50,29.055,63.036,032e
1520231515.10,29.052,63.033,9493
1520231515.71,29.052,63.031,b4d1
1520231516.31,29.055,63.028,d1d1
1520231516.92,29.048,63.041,5719
1520231517.52,29.073,63.046,dc15
1520231518.12,29.055,63.041,ea5e
1520231518.73,29.066,63.038,07d1
1520231519.33,29.052,63.036,c436
1520231519.94,29.052,63.033,9493
1520231520.54,29.048,63.043,775b
1520231521.14,29.041,63.036,e760
1520231521.75,29.048,63.026,8d58
1520231522.35,29.041,63.031,9787
1520231522.95,29.044,63.028,7d21
1520231523.56,29.041,63.026,d451
1520231524.16,29.037,63.031,a6e7
1520231524.77,29.034,63.026,2d44
1520231525.37,29.044,63.021,ec08
1520231525.98,29.048,63.026,8d58
1520231526.58,29.044,63.036,afde
1520231527.18,29.041,63.038,06ae
1520231527.79,29.041,63.026,d451
1520231528.39,29.037,63.038,37ce
1520231529.00,29.030,63.023,728c
1520231529.60,29.037,63.018,51ac
1520231530.21,29.044,63.033,ff7b
1520231530.81,29.030,63.010,17bc
1520231531.41,29.026,63.013,4c37
1520231532.02,29.037,63.033,86a5
1520231532.62,29.030,63.018,96b4
1520231533.22,29.044,63.013,9919
1520231533.83,29.026,63.018,fd5c
1520231534.43,29.037,63.023,b594
1520231535.04,29.030,63.021,52ce
1520231535.64,29.026,63.018,fd5c
1520231536.24,29.023,63.018,b5e2
1520231536.85,29.026,63.016,1c92
1520231537.45,29.023,63.021,7198
1520231538.06,29.030,63.008,a585
1520231538.66,29.016,63.010,5110
1520231539.27,29.012,63.016,3ebb
1520231539.87,29.030,63.018,96b4
1520231540.47,29.030,63.023,728c
1520231541.08,29.023,63.003,37b8
1520231541.68,29.019,63.008,3aeb
1520231542.28,29.019,63.021,cda0
1520231542.89,29.012,63.010,5e7d
1520231543.49,29.001,63.010,7d2b
1520231544.10,29.001,63.010,7d2b
1520231544.70,29.030,63.013,27df
1520231545.30,29.019,63.008,3aeb
1520231545.91,29.016,63.013,6173
1520231546.51,29.001,63.010,7d2b
1520231547.12,29.005,63.005,11d2
1520231547.72,29.019,63.016,e814
1520231548.33,29.012,63.008,ec44
1520231548.93,29.009,63.008,d1c8
1520231549.54,29.012,63.005,3de9
1520231550.14,29.012,63.005,3de9
1520231550.74,29.012,63.005,3de9
1520231551.35,29.012,63.005,3de9
1520231551.95,29.012,63.003,5d2f
1520231552.55,29.012,63.010,5e7d
1520231553.16,29.001,62.993,f021
1520231553.76,29.012,63.003,5d2f
1520231554.36,29.001,63.000,4e1a
1520231554.97,29.001,63.003,7e79
1520231555.57,28.998,63.000,f3b4
1520231556.18,29.009,63.000,50c0
1520231556.78,28.994,62.990,6c5b
1520231557.39,29.009,63.016,0337
1520231557.99,28.987,63.003,f136
1520231558.60,28.998,62.993,4d8f
1520231559.20,28.998,62.995,2d49
1520231559.80,28.998,62.995,2d49
1520231560.41,28.994,62.995,3cfe
1520231561.01,28.984,62.998,0670
1520231561.62,29.001,62.995,90e7
1520231562.22,28.994,62.998,ed53
1520231562.82,28.991,63.000,aabd
1520231563.43,28.998,62.995,2d49
1520231564.03,28.984,62.993,b71b
1520231564.63,28.987,63.008,405d
1520231565.24,28.984,63.003,3943
1520231565.84,28.987,62.995,1fa8
1520231566.45,28.987,62.995,1fa8
1520231567.05,28.984,62.995,d7dd
1520231567.66,28.987,62.993,7f6e
1520231568.26,28.980,62.990,8815
1520231568.87,28.998,62.995,2d49
1520231569.47,28.984,62.998,0670
1520231570.07,28.984,62.995,d7dd
1520231570.68,28.973,62.995,8891
1520231571.28,28.973,62.988,6a0d
1520231571.88,28.984,62.988,3541
1520231572.49,28.987,62.995,1fa8
1520231573.09,28.973,62.995,8891
1520231573.70,28.976,62.988,22b3
1520231574.30,28.976,62.985,f31e
1520231574.90,28.976,62.993,a0e9
1520231575.51,28.973,62.990,d834
1520231576.11,28.973,63.000,566c
1520231576.72,28.973,62.977,8bdc
1520231577.32,28.969,62.985,c1ff
1520231577.93,28.973,62.990,d834
1520231578.53,28.966,62.993,4bca
1520231579.13,28.966,62.990,7ba9
1520231579.74,28.976,62.988,22b3
1520231580.34,28.966,62.985,183d
1520231580.95,28.962,62.990,74c4
1520231581.55,28.966,62.985,183d
1520231582.15,28.969,62.988,1052
1520231582.76,28.969,62.993,9208
1520231583.36,28.959,62.982,9c5c
1520231583.97,28.951,62.980,a2c4
1520231584.57,28.955,62.995,ce3d
1520231585.17,28.966,62.988,c990
1520231585.78,28.966,62.975,0803
1520231586.38,28.959,62.988,3d16
1520231586.99,28.951,62.982,8286
1520231587.59,28.948,62.985,404b
1520231588.20,28.962,62.985,1750
1520231588.80,28.955,62.977,cd70
1520231589.40,28.959,62.988,3d16
1520231590.01,28.944,62.975,41c2
1520231590.61,28.955,62.977,cd70
1520231591.21,28.955,62.985,fd0c
1520231591.82,28.951,62.977,c21d
1520231592.42,28.962,62.982,67b7
1520231593.03,28.948,62.982,30ac
1520231593.63,28.966,62.972,78e4
1520231594.24,28.948,62.975,5075
1520231594.84,28.951,62.982,8286
1520231595.44,28.955,62.982,8deb
1520231596.05,28.944,62.970,1167
1520231596.65,28.948,62.967,4306
1520231597.26,28.951,62.977,c21d
1520231597.86,28.948,62.970,00d0
1520231598.46,28.941,62.972,799b
1520231599.07,28.944,62.977,6180
1520231599.67,28.941,62.982,69a5
1520231600.28,28.951,62.972,92b8
1520231600.88,28.941,62.972,799b
1520231601.48,28.948,62.970,00d0
1520231602.09,28.941,62.975,097c
1520231602.69,28.934,62.960,93fd
1520231603.30,28.941,62.967,1a0f
1520231603.90,28.934,62.975,f069
1520231604.51,28.934,62.970,a0cc
1520231605.11,28.937,62.965,0b2d
1520231605.71,28.948,62.975,5075
1520231606.32,28.937,62.965,0b2d
1520231606.92,28.944,62.977,6180
1520231607.53,28.923,62.957,9a72
1520231608.13,28.944,62.970,1167
1520231608.73,28.934,62.977,d02b
1520231609.34,28.930,62.965,cc35
1520231609.94,28.919,62.970,30cf
1520231610.54,28.923,62.962,9f84
1520231611.15,28.923,62.957,9a72
1520231611.75,28.926,62.965,a7dd
1520231612.36,28.923,62.975,dc52
1520231612.96,28.919,62.962,23bc
1520231613.57,28.923,62.957,9a72
1520231614.17,28.916,62.962,fa7e
1520231614.78,28.919,62.957,264a
1520231615.38,28.919,62.957,264a
1520231615.98,28.916,62.962,fa7e
1520231616.59,28.923,62.967,cf21
1520231617.19,28.923,62.972,acb5
1520231617.79,28.923,62.960,bfc6
1520231618.40,28.923,62.965,ef63
1520231619.00,28.916,62.957,ff88
1520231619.61,28.912,62.962,f513
1520231620.21,28.919,62.965,535b
1520231620.81,28.919,62.954,1629
1520231621.42,28.916,62.960,da3c
1520231622.02,28.912,62.970,e660
1520231622.63,28.909,62.957,cd69
1520231623.23,28.919,62.965,535b
1520231623.84,28.912,62.957,f0e5
1520231624.44,28.919,62.957,264a
1520231625.05,28.909,62.960,e8dd
1520231625.65,28.912,62.952,a040
1520231626.25,28.909,62.957,cd69
1520231626.86,28.909,62.954,fd0a
1520231627.46,28.909,62.957,cd69
1520231628.06,28.909,62.952,9dcc
1520231628.67,28.905,62.949,0e21
1520231629.27,28.898,62.960,0297
1520231629.87,28.901,62.960,f607
1520231630.48,28.909,62.965,b878
1520231631.08,28.898,62.957,2723
1520231631.69,28.901,62.957,d3b3
1520231632.29,28.898,62.952,7786
1520231632.90,28.898,62.944,2471
1520231633.50,28.901,62.944,d0e1
1520231634.11,28.894,62.949,e46b
1520231634.71,28.894,62.957,3694
1520231635.31,28.898,62.957,2723
1520231635.92,28.905,62.952,8c7b
1520231636.52,28.901,62.949,014c
1520231637.13,28.894,62.949,e46b
1520231637.73,28.891,62.942,1dbe
1520231638.33,28.887,62.960,3076
1520231638.94,28.898,62.947,1412
1520231639.54,28.909,62.957,cd69
1520231640.14,28.887,62.942,7656
1520231640.75,28.887,62.947,26f3
1520231641.35,28.891,62.947,4d1b
1520231641.96,28.883,62.949,c850
1520231642.56,28.880,62.952,827f
1520231643.17,28.898,62.939,6c4b
1520231643.77,28.887,62.947,26f3
1520231644.38,28.880,62.934,481f
1520231644.98,28.883,62.947,299e
